id,missName,missInfo,missTyp,refTyp,avLevel,exId,avTime,disPlay,amount1,amount2,coin,gold,exp,strength,item,finish, interface,resId
10003,主角等级,主角等级达到15级,1,1,1,10002,-1,2,15,-1,10000,10,0,0,-1,0,-1,10018
10004,主角等级,主角等级达到20级,1,1,1,10003,-1,2,20,-1,50000,20,0,0,-1,0,-1,10018
10005,主角等级,主角等级达到25级,1,1,1,10004,-1,2,25,-1,100000,20,0,0,-1,0,-1,10018
10006,主角等级,主角等级达到30级,1,1,1,10005,-1,2,30,-1,100000,50,0,0,-1,0,-1,10018
10007,主角等级,主角等级达到35级,1,1,1,10006,-1,2,35,-1,100000,50,0,0,-1,0,-1,10018
10008,主角等级,主角等级达到40级,1,1,1,10007,-1,2,40,-1,100000,50,0,0,-1,0,-1,10018
10009,主角等级,主角等级达到45级,1,1,1,10008,-1,2,45,-1,100000,100,0,0,-1,0,-1,10018
10010,主角等级,主角等级达到50级,1,1,1,10009,-1,2,50,-1,100000,100,0,0,-1,0,-1,10018
10011,主角等级,主角等级达到55级,1,1,1,10010,-1,2,55,-1,100000,100,0,0,-1,0,-1,10018
10012,主角等级,主角等级达到60级,1,1,1,10011,-1,2,60,-1,100000,150,0,0,-1,0,-1,10018
10013,主角等级,主角等级达到65级,1,1,1,10012,-1,2,65,-1,100000,150,0,0,-1,0,-1,10018
10014,主角等级,主角等级达到70级,1,1,1,10013,-1,2,70,-1,100000,150,0,0,-1,0,-1,10018
10015,主角等级,主角等级达到75级,1,1,1,10014,-1,2,75,-1,100000,200,0,0,-1,0,-1,10018
10016,主角等级,主角等级达到80级,1,1,1,10015,-1,2,80,-1,100000,200,0,0,-1,0,-1,10018
11001,通关副本,通关第1章第九关,1,2,6,-1,-1,1,101009,-1,10000,5,0,0,"31017,5",0,1,10014
11002,通关副本,通关第2章第九关,1,2,6,11001,-1,1,102009,-1,10000,5,0,0,"31017,5",0,1,10014
11003,通关副本,通关第3章第九关,1,2,6,11002,-1,1,103009,-1,10000,5,0,0,"31017,5",0,1,10014
11004,通关副本,通关第4章第九关,1,2,6,11003,-1,1,104009,-1,10000,5,0,0,"31017,5",0,1,10014
11005,通关副本,通关第5章第九关,1,2,6,11004,-1,1,105009,-1,10000,5,0,0,"31017,5",0,1,10014
11006,通关副本,通关第6章第九关,1,2,6,11005,-1,1,106009,-1,10000,5,0,0,"31017,5",0,1,10014
11007,通关副本,通关第7章第九关,1,2,6,11006,-1,1,107009,-1,10000,5,0,0,"31017,5",0,1,10014
11008,通关副本,通关第8章第九关,1,2,6,11007,-1,1,108009,-1,10000,5,0,0,"31017,5",0,1,10014
11009,通关副本,通关第9章第九关,1,2,6,11008,-1,1,109009,-1,10000,5,0,0,"31017,5",0,1,10014
11010,通关副本,通关第10章第九关,1,2,6,11009,-1,1,110009,-1,10000,5,0,0,"31017,5",0,1,10014
11011,通关副本,通关第11章第九关,1,2,6,11010,-1,1,111009,-1,10000,5,0,0,-1,0,1,10014
11012,通关副本,通关第12章第九关,1,2,6,11011,-1,1,112009,-1,10000,5,0,0,-1,0,1,10014
11013,通关副本,通关第13章第九关,1,2,6,11012,-1,1,113009,-1,10000,5,0,0,-1,0,1,10014
11014,通关副本,通关第14章第九关,1,2,6,11013,-1,1,114009,-1,10000,5,0,0,-1,0,1,10014
11015,通关副本,通关第15章第九关,1,2,6,11014,-1,1,115009,-1,10000,5,0,0,-1,0,1,10014
11016,通关副本,通关第16章第九关,1,2,6,11015,-1,1,116009,-1,10000,5,0,0,-1,0,1,10014
11017,通关副本,通关第17章第九关,1,2,6,11016,-1,1,117009,-1,10000,5,0,0,-1,0,1,10014
11018,通关副本,通关第18章第九关,1,2,6,11017,-1,1,118009,-1,10000,5,0,0,-1,0,1,10014
11019,通关副本,通关第19章第九关,1,2,6,11018,-1,1,119009,-1,10000,5,0,0,-1,0,1,10014
11020,通关副本,通关第20章第九关,1,2,6,11019,-1,1,120009,-1,10000,5,0,0,-1,0,1,10014
11021,通关副本,通关第21章第九关,1,2,6,11020,-1,1,121009,-1,10000,5,0,0,-1,0,1,10014
11022,通关副本,通关第22章第九关,1,2,6,11021,-1,1,122009,-1,10000,5,0,0,-1,0,1,10014
11023,通关副本,通关第23章第九关,1,2,6,11022,-1,1,123009,-1,10000,5,0,0,-1,0,1,10014
11024,通关副本,通关第24章第九关,1,2,6,11023,-1,1,124009,-1,10000,5,0,0,-1,0,1,10014
11025,通关副本,通关第25章第九关,1,2,6,11024,-1,1,125009,-1,10000,5,0,0,-1,0,1,10014
11026,通关副本,通关第26章第九关,1,2,6,11025,-1,1,126009,-1,10000,5,0,0,-1,0,1,10014
11027,通关副本,通关第27章第九关,1,2,6,11026,-1,1,127009,-1,10000,5,0,0,-1,0,1,10014
11028,通关副本,通关第28章第九关,1,2,6,11027,-1,1,128009,-1,10000,5,0,0,-1,0,1,10014
11029,通关副本,通关第29章第九关,1,2,6,11028,-1,1,129009,-1,10000,5,0,0,-1,0,1,10014
11030,通关副本,通关第30章第九关,1,2,6,11029,-1,1,130009,-1,10000,5,0,0,-1,0,1,10014
11031,通关副本,通关第31章第九关,1,2,6,11030,-1,1,131009,-1,10000,5,0,0,-1,0,1,10014
11032,通关副本,通关第32章第九关,1,2,6,11031,-1,1,132009,-1,10000,5,0,0,-1,0,1,10014
11033,通关副本,通关第33章第九关,1,2,6,11032,-1,1,133009,-1,10000,5,0,0,-1,0,1,10014
11034,通关副本,通关第34章第九关,1,2,6,11033,-1,1,134009,-1,10000,5,0,0,-1,0,1,10014
11035,通关副本,通关第35章第九关,1,2,6,11034,-1,1,135009,-1,10000,5,0,0,-1,0,1,10014
11036,通关副本,通关第36章第九关,1,2,6,11035,-1,1,136009,-1,10000,5,0,0,-1,0,1,10014
11037,通关副本,通关第37章第九关,1,2,6,11036,-1,1,137009,-1,10000,5,0,0,-1,0,1,10014
11038,通关副本,通关第38章第九关,1,2,6,11037,-1,1,138009,-1,10000,5,0,0,-1,0,1,10014
11039,通关副本,通关第39章第九关,1,2,6,11038,-1,1,139009,-1,10000,5,0,0,-1,0,1,10014
11040,通关副本,通关第40章第九关,1,2,6,11039,-1,1,140009,-1,10000,5,0,0,-1,0,1,10014
11500,通关精英,通关第3章第十二关,1,2,15,-1,-1,3,103012,-1,50000,10,0,0,"31030,5",0,1,10014
11501,通关精英,通关第4章第十二关,1,2,15,11500,-1,3,104012,-1,50000,10,0,0,"31030,5",0,1,10014
11502,通关精英,通关第5章第十二关,1,2,15,11501,-1,3,105012,-1,50000,10,0,0,"31030,5",0,1,10014
11503,通关精英,通关第6章第十二关,1,2,15,11502,-1,3,106012,-1,50000,10,0,0,"31030,5",0,1,10014
11504,通关精英,通关第7章第十二关,1,2,15,11503,-1,3,107012,-1,50000,10,0,0,"31030,5",0,1,10014
11505,通关精英,通关第8章第十二关,1,2,15,11504,-1,3,108012,-1,50000,10,0,0,"31030,5",0,1,10014
11506,通关精英,通关第9章第十二关,1,2,15,11505,-1,3,109012,-1,50000,10,0,0,"31030,5",0,1,10014
11507,通关精英,通关第10章第十二关,1,2,15,11506,-1,3,110012,-1,50000,10,0,0,"31030,5",0,1,10014
11508,通关精英,通关第11章第十二关,1,2,15,11507,-1,3,111012,-1,50000,10,0,0,"31030,5",0,1,10014
11509,通关精英,通关第12章第十二关,1,2,15,11508,-1,3,112012,-1,50000,10,0,0,"31030,5",0,1,10014
11510,通关精英,通关第13章第十二关,1,2,15,11509,-1,3,113012,-1,50000,10,0,0,"31030,5",0,1,10014
11511,通关精英,通关第14章第十二关,1,2,15,11510,-1,3,114012,-1,50000,10,0,0,"31030,5",0,1,10014
11512,通关精英,通关第15章第十二关,1,2,15,11511,-1,3,115012,-1,50000,10,0,0,"31030,5",0,1,10014
11513,通关精英,通关第16章第十二关,1,2,15,11512,-1,3,116012,-1,50000,10,0,0,"31030,5",0,1,10014
11514,通关精英,通关第17章第十二关,1,2,15,11513,-1,3,117012,-1,50000,10,0,0,"31030,5",0,1,10014
11515,通关精英,通关第18章第十二关,1,2,15,11514,-1,3,118012,-1,50000,10,0,0,"31030,5",0,1,10014
11516,通关精英,通关第19章第十二关,1,2,15,11515,-1,3,119012,-1,50000,10,0,0,"31030,5",0,1,10014
11517,通关精英,通关第20章第十二关,1,2,15,11516,-1,3,120012,-1,50000,10,0,0,"31030,5",0,1,10014
11518,通关精英,通关第21章第十二关,1,2,15,11517,-1,3,121012,-1,50000,10,0,0,"31030,5",0,1,10014
11519,通关精英,通关第22章第十二关,1,2,15,11518,-1,3,122012,-1,50000,10,0,0,"31030,5",0,1,10014
11520,通关精英,通关第23章第十二关,1,2,15,11519,-1,3,123012,-1,50000,10,0,0,"31030,5",0,1,10014
11521,通关精英,通关第24章第十二关,1,2,15,11520,-1,3,124012,-1,50000,10,0,0,"31030,5",0,1,10014
11522,通关精英,通关第25章第十二关,1,2,15,11521,-1,3,125012,-1,50000,10,0,0,"31030,5",0,1,10014
11523,通关精英,通关第26章第十二关,1,2,15,11522,-1,3,126012,-1,50000,10,0,0,"31030,5",0,1,10014
11524,通关精英,通关第27章第十二关,1,2,15,11523,-1,3,127012,-1,50000,10,0,0,"31030,5",0,1,10014
11525,通关精英,通关第28章第十二关,1,2,15,11524,-1,3,128012,-1,50000,10,0,0,"31030,5",0,1,10014
11526,通关精英,通关第29章第十二关,1,2,15,11525,-1,3,129012,-1,50000,10,0,0,"31030,5",0,1,10014
11527,通关精英,通关第30章第十二关,1,2,15,11526,-1,3,130012,-1,50000,10,0,0,"31030,5",0,1,10014
11528,通关精英,通关第31章第十二关,1,2,15,11527,-1,3,131012,-1,50000,10,0,0,"31030,5",0,1,10014
11529,通关精英,通关第32章第十二关,1,2,15,11528,-1,3,132012,-1,50000,10,0,0,"31030,5",0,1,10014
11530,通关精英,通关第33章第十二关,1,2,15,11529,-1,3,133012,-1,50000,10,0,0,"31030,5",0,1,10014
11531,通关精英,通关第34章第十二关,1,2,15,11530,-1,3,134012,-1,50000,10,0,0,"31030,5",0,1,10014
11532,通关精英,通关第35章第十二关,1,2,15,11531,-1,3,135012,-1,50000,10,0,0,"31030,5",0,1,10014
11533,通关精英,通关第36章第十二关,1,2,15,11532,-1,3,136012,-1,50000,10,0,0,"31030,5",0,1,10014
11534,通关精英,通关第37章第十二关,1,2,15,11533,-1,3,137012,-1,50000,10,0,0,"31030,5",0,1,10014
11535,通关精英,通关第38章第十二关,1,2,15,11534,-1,3,138012,-1,50000,10,0,0,"31030,5",0,1,10014
11536,通关精英,通关第39章第十二关,1,2,15,11535,-1,3,139012,-1,50000,10,0,0,"31030,5",0,1,10014
12000,伙伴数量,伙伴数量达到3个,1,3,8,-1,-1,4,3,-1,10000,0,0,0,"10012,10",1,-1,10012
12001,伙伴数量,伙伴数量达到4个,1,3,8,12000,-1,4,4,-1,10000,0,0,0,"10012,10",1,-1,10012
12002,伙伴数量,伙伴数量达到5个,1,3,8,12001,-1,4,5,-1,10000,0,0,0,"10012,10",1,-1,10012
12003,伙伴数量,伙伴数量达到6个,1,3,8,12002,-1,4,6,-1,10000,0,0,0,"10012,10",1,-1,10012
12004,伙伴数量,伙伴数量达到7个,1,3,8,12003,-1,4,7,-1,10000,0,0,0,"10012,10",1,-1,10012
12005,伙伴数量,伙伴数量达到8个,1,3,8,12004,-1,4,8,-1,10000,0,0,0,"10012,10",1,-1,10012
12006,伙伴数量,伙伴数量达到9个,1,3,8,12005,-1,4,9,-1,10000,0,0,0,"10012,10",1,-1,10012
12007,伙伴数量,伙伴数量达到10个,1,3,8,12006,-1,4,10,-1,10000,0,0,0,"10012,10",1,-1,10012
12008,伙伴数量,伙伴数量达到11个,1,3,8,12007,-1,4,11,-1,10000,0,0,0,"10012,10",1,-1,10012
12009,伙伴数量,伙伴数量达到12个,1,3,8,12008,-1,4,12,-1,10000,0,0,0,"10012,10",1,-1,10012
12010,伙伴数量,伙伴数量达到13个,1,3,8,12009,-1,4,13,-1,10000,0,0,0,"10012,10",1,-1,10012
12011,伙伴数量,伙伴数量达到14个,1,3,8,12010,-1,4,14,-1,10000,0,0,0,"10012,10",1,-1,10012
12012,伙伴数量,伙伴数量达到15个,1,3,8,12011,-1,4,15,-1,10000,0,0,0,"10012,10",1,-1,10012
12013,伙伴数量,伙伴数量达到16个,1,3,8,12012,-1,4,16,-1,10000,0,0,0,"10012,10",1,-1,10012
12014,伙伴数量,伙伴数量达到17个,1,3,8,12013,-1,4,17,-1,10000,0,0,0,"10012,10",1,-1,10012
12015,伙伴数量,伙伴数量达到18个,1,3,8,12014,-1,4,18,-1,10000,0,0,0,"10012,10",1,-1,10012
12016,伙伴数量,伙伴数量达到19个,1,3,8,12015,-1,4,19,-1,10000,0,0,0,"10012,10",1,-1,10012
12017,伙伴数量,伙伴数量达到20个,1,3,8,12016,-1,4,20,-1,10000,0,0,0,"10012,10",1,-1,10012
12018,伙伴数量,伙伴数量达到21个,1,3,8,12017,-1,4,21,-1,10000,0,0,0,"10012,10",1,-1,10012
12019,伙伴数量,伙伴数量达到22个,1,3,8,12018,-1,4,22,-1,10000,0,0,0,"10012,10",1,-1,10012
12020,伙伴数量,伙伴数量达到23个,1,3,8,12019,-1,4,23,-1,10000,0,0,0,"10012,10",1,-1,10012
12021,伙伴数量,伙伴数量达到24个,1,3,8,12020,-1,4,24,-1,10000,0,0,0,"10012,10",1,-1,10012
12022,伙伴数量,伙伴数量达到25个,1,3,8,12021,-1,4,25,-1,10000,0,0,0,"10012,10",1,-1,10012
12500,英雄品质,任意英雄品质达到绿色,1,42,12,-1,-1,5,1,4,5000,0,0,0,"10001,1",0,-1,10013
12501,英雄品质,任意英雄品质达到绿色+1,1,42,12,12500,-1,5,1,7,5000,0,0,0,"10001,1",0,-1,10013
12502,英雄品质,任意英雄品质达到蓝色,1,42,12,12501,-1,5,1,10,5000,0,0,0,"10001,1",0,-1,10013
12503,英雄品质,任意英雄品质达到蓝色+1,1,42,12,12502,-1,5,1,13,5000,0,0,0,"10001,1",0,-1,10013
12504,英雄品质,任意英雄品质达到蓝色+2,1,42,12,12503,-1,5,1,16,50000,0,0,0,"10001,1",0,-1,10013
12505,英雄品质,任意英雄品质达到紫色,1,42,12,12504,-1,5,1,19,50000,0,0,0,"10001,1",0,-1,10013
12506,英雄品质,任意英雄品质达到紫色+1,1,42,12,12505,-1,5,1,22,50000,0,0,0,"10001,1",0,-1,10013
12507,英雄品质,任意英雄品质达到紫色+2,1,42,12,12506,-1,5,1,25,50000,0,0,0,"10001,1",0,-1,10013
12508,英雄品质,任意英雄品质达到橙色,1,42,12,12507,-1,5,1,28,50000,0,0,0,"10001,1",0,-1,10013
12509,英雄品质,任意英雄品质达到橙色+1,1,42,12,12508,-1,5,1,31,50000,0,0,0,"10001,1",0,-1,10013
12510,英雄品质,任意英雄品质达到橙色+2,1,42,12,12509,-1,5,1,34,50000,0,0,0,"10001,1",0,-1,10013
12511,英雄品质,任意英雄品质达到橙色+3,1,42,12,12510,-1,5,1,37,50000,0,0,0,"10001,1",0,-1,10013
12512,英雄品质,任意英雄品质达到红色,1,42,12,12511,-1,5,1,41,50000,0,0,0,"10001,1",0,-1,10013
13000,强化等级,任意装备强化等级达到20级,1,5,10,-1,-1,6,20,-1,5000,0,0,0,-1,1,2,10010
13001,强化等级,任意装备强化等级达到30级,1,5,10,13000,-1,6,30,-1,8000,0,0,0,-1,1,2,10010
13002,强化等级,任意装备强化等级达到40级,1,5,10,13001,-1,6,40,-1,10000,0,0,0,-1,1,2,10010
13003,强化等级,任意装备强化等级达到50级,1,5,10,13002,-1,6,50,-1,20000,0,0,0,-1,1,2,10010
13004,强化等级,任意装备强化等级达到60级,1,5,10,13003,-1,6,60,-1,50000,0,0,0,-1,1,2,10010
13005,强化等级,任意装备强化等级达到70级,1,5,10,13004,-1,6,70,-1,100000,0,0,0,-1,1,2,10010
13006,强化等级,任意装备强化等级达到80级,1,5,10,13005,-1,6,80,-1,100000,0,0,0,-1,1,2,10010
13007,强化等级,任意装备强化等级达到90级,1,5,10,13006,-1,6,90,-1,100000,0,0,0,-1,1,2,10010
13008,强化等级,任意装备强化等级达到100级,1,5,10,13007,-1,6,100,-1,100000,0,0,0,-1,1,2,10010
13009,强化等级,任意装备强化等级达到110级,1,5,10,13008,-1,6,110,-1,100000,0,0,0,-1,1,2,10010
13010,强化等级,任意装备强化等级达到120级,1,5,10,13009,-1,6,120,-1,100000,0,0,0,-1,1,2,10010
13011,强化等级,任意装备强化等级达到130级,1,5,10,13010,-1,6,130,-1,100000,0,0,0,-1,1,2,10010
13012,强化等级,任意装备强化等级达到140级,1,5,10,13011,-1,6,140,-1,100000,0,0,0,-1,1,2,10010
13013,强化等级,任意装备强化等级达到150级,1,5,10,13012,-1,6,150,-1,100000,0,0,0,-1,1,2,10010
13014,强化等级,任意装备强化等级达到160级,1,5,10,13013,-1,6,160,-1,100000,0,0,0,-1,1,2,10010
13500,装备品质,1件装备达到绿色,1,6,13,-1,-1,7,1,2,5000,0,0,0,"10008,10",1,2,10015
13501,装备品质,4件装备达到绿色,1,6,13,13500,-1,7,4,2,10000,0,0,0,"10008,10",1,2,10015
13502,装备品质,6件装备达到绿色,1,6,13,13501,-1,7,6,2,50000,0,0,0,"10008,10",1,2,10015
13503,装备品质,1件装备达到蓝色,1,6,13,13500,-1,7,1,3,100000,0,0,0,"10008,10",1,2,10015
13504,装备品质,4件装备达到蓝色,1,6,13,13502,-1,7,4,3,100000,0,0,0,"10008,10",1,2,10015
13505,装备品质,6件装备达到蓝色,1,6,13,13504,-1,7,6,3,100000,0,0,0,"10008,10",1,2,10015
13506,装备品质,1件装备达到紫色,1,6,13,13503,-1,7,1,4,100000,0,0,0,"10008,10",1,2,10015
13507,装备品质,4件装备达到紫色,1,6,13,13505,-1,7,4,4,100000,0,0,0,"10008,10",1,2,10015
13508,装备品质,6件装备达到紫色,1,6,13,13507,-1,7,6,4,100000,0,0,0,"10008,10",1,2,10015
13509,装备品质,1件装备达到橙色,1,6,13,13506,-1,7,1,5,100000,0,0,0,"10008,10",1,2,10015
13510,装备品质,4件装备达到橙色,1,6,13,13508,-1,7,4,5,100000,0,0,0,"10008,10",1,2,10015
13511,装备品质,6件装备达到橙色,1,6,13,13510,-1,7,6,5,100000,0,0,0,"10008,10",1,2,10015
13512,装备品质,1件装备达到红色,1,6,13,13509,-1,7,1,6,100000,0,0,0,"10008,10",1,2,10015
13513,装备品质,4件装备达到红色,1,6,13,13511,-1,7,4,6,100000,0,0,0,"10008,10",1,2,10015
13514,装备品质,6件装备达到红色,1,6,13,13513,-1,7,6,6,100000,0,0,0,"10008,10",1,2,10015
14000,竞技排名,竞技场排名达到5000,1,10,17,-1,-1,8,5000,-1,10000,0,0,0,"11003,50|11003,50",0,3,10020
14001,竞技排名,竞技场排名达到4000,1,10,17,14000,-1,8,4000,-1,10000,0,0,0,"11003,50|11003,50",0,3,10020
14002,竞技排名,竞技场排名达到3000,1,10,17,14001,-1,8,3000,-1,10000,0,0,0,"11003,50|11003,50",0,3,10020
14003,竞技排名,竞技场排名达到2000,1,10,17,14002,-1,8,2000,-1,10000,0,0,0,"11003,50|11003,50",0,3,10020
14004,竞技排名,竞技场排名达到1500,1,10,17,14003,-1,8,1500,-1,10000,0,0,0,"11003,50|11003,50",0,3,10020
14005,竞技排名,竞技场排名达到1000,1,10,17,14004,-1,8,1000,-1,10000,0,0,0,"11003,50|11003,50",0,3,10020
14006,竞技排名,竞技场排名达到500,1,10,17,14005,-1,8,500,-1,20000,0,0,0,"11003,100|11003,100",0,3,10020
14007,竞技排名,竞技场排名达到300,1,10,17,14006,-1,8,300,-1,20000,0,0,0,"11003,100|11003,100",0,3,10020
14008,竞技排名,竞技场排名达到200,1,10,17,14007,-1,8,200,-1,20000,0,0,0,"11003,100|11003,100",0,3,10020
14009,竞技排名,竞技场排名达到150,1,10,17,14008,-1,8,150,-1,20000,0,0,0,"11003,100|11003,100",0,3,10020
14010,竞技排名,竞技场排名达到100,1,10,17,14009,-1,8,100,-1,20000,0,0,0,"11003,100|11003,100",0,3,10020
14011,竞技排名,竞技场排名达到50,1,10,17,14010,-1,8,50,-1,20000,0,0,0,"11003,100|11003,100",0,3,10020
14012,竞技排名,竞技场排名达到30,1,10,17,14011,-1,8,30,-1,20000,0,0,0,"11003,100|11003,100",0,3,10020
14013,竞技排名,竞技场排名达到20,1,10,17,14012,-1,8,20,-1,20000,0,0,0,"11003,100|11003,100",0,3,10020
14014,竞技排名,竞技场排名达到10,1,10,17,14013,-1,8,10,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14015,竞技排名,竞技场排名达到9,1,10,17,14014,-1,8,9,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14016,竞技排名,竞技场排名达到8,1,10,17,14015,-1,8,8,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14017,竞技排名,竞技场排名达到7,1,10,17,14016,-1,8,7,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14018,竞技排名,竞技场排名达到6,1,10,17,14017,-1,8,6,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14019,竞技排名,竞技场排名达到5,1,10,17,14018,-1,8,5,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14020,竞技排名,竞技场排名达到4,1,10,17,14019,-1,8,4,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14021,竞技排名,竞技场排名达到3,1,10,17,14020,-1,8,3,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14022,竞技排名,竞技场排名达到2,1,10,17,14021,-1,8,2,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14023,竞技排名,竞技场排名达到1,1,10,17,14022,-1,8,1,-1,50000,0,0,0,"11003,250|11003,250",0,3,10020
14500,千层塔,爬塔达到1层,1,13,20,-1,-1,9,1,-1,50000,0,0,0,"10008,10",0,5,10005
14501,千层塔,爬塔达到5层,1,13,20,14500,-1,9,5,-1,50000,0,0,0,"10008,10",0,5,10005
14502,千层塔,爬塔达到10层,1,13,20,14501,-1,9,10,-1,80000,0,0,0,"10008,10",0,5,10005
14503,千层塔,爬塔达到15层,1,13,20,14502,-1,9,15,-1,80000,0,0,0,"10008,10",0,5,10005
14504,千层塔,爬塔达到20层,1,13,20,14503,-1,9,20,-1,100000,0,0,0,"10008,10",0,5,10005
14505,千层塔,爬塔达到25层,1,13,20,14504,-1,9,25,-1,100000,0,0,0,"10008,10",0,5,10005
14506,千层塔,爬塔达到30层,1,13,20,14505,-1,9,30,-1,150000,0,0,0,"10008,10",0,5,10005
14507,千层塔,爬塔达到35层,1,13,20,14506,-1,9,35,-1,150000,0,0,0,"10008,10",0,5,10005
14508,千层塔,爬塔达到40层,1,13,20,14507,-1,9,40,-1,150000,0,0,0,"10008,10",0,5,10005
14509,千层塔,爬塔达到45层,1,13,20,14508,-1,9,45,-1,150000,0,0,0,"10008,10",0,5,10005
14510,千层塔,爬塔达到50层,1,13,20,14509,-1,9,50,-1,200000,0,0,0,"10008,10",0,5,10005
14511,千层塔,爬塔达到55层,1,13,20,14510,-1,9,55,-1,200000,0,0,0,"10008,10",0,5,10005
14512,千层塔,爬塔达到60层,1,13,20,14511,-1,9,60,-1,200000,0,0,0,"10008,10",0,5,10005
14513,千层塔,爬塔达到65层,1,13,20,14512,-1,9,65,-1,200000,0,0,0,"10008,10",0,5,10005
14514,千层塔,爬塔达到70层,1,13,20,14513,-1,9,70,-1,300000,0,0,0,"10008,10",0,5,10005
14515,千层塔,爬塔达到75层,1,13,20,14514,-1,9,75,-1,300000,0,0,0,"10008,10",0,5,10005
14516,千层塔,爬塔达到80层,1,13,20,14515,-1,9,80,-1,300000,0,0,0,"10008,10",0,5,10005
14517,千层塔,爬塔达到85层,1,13,20,14516,-1,9,85,-1,300000,0,0,0,"10008,10",0,5,10005
