id,partTyp,maxLevel,iniHp,groHp,iniAtk,groAtk,iniPdd,groPdd,iniMdd,groMdd,iniHpCoe,groHpCoe,iniAtkCoe,groAtkCoe,iniPddCoe,groPddCoe,iniMddCoe,groMddCoe,quaCoe,aCoe,bCoe,stars,iniCriPrb,groCriPrb,iniCriRes,groCriRes,iniHit,groHit,iniMiss,groMiss
24010,4,85,4962,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,15.15,12.12,1,0,0,0,0,0,0,0,0
24011,4,90,5529,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,15.15,12.12,2,0,0,0,0,0,0,0,0
24012,4,95,6096,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,15.15,12.12,3,0,0,0,0,0,0,0,0
24013,4,110,7230,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64,20.46,16.37,0,0,0,0,0,0,0,0,0
24014,4,120,7938,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64,20.46,16.37,1,0,0,0,0,0,0,0,0
24015,4,130,8647,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64,20.46,16.37,2,0,0,0,0,0,0,0,0
24016,4,140,9356,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64,20.46,16.37,3,0,0,0,0,0,0,0,0
24017,4,150,10065,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.64,20.46,16.37,4,0,0,0,0,0,0,0,0
24018,4,160,11340,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27,29.055,23.25,0,0,0,0,0,0,0,0,0
25001,5,15,0,0,0,0,0,0,0,0,0.008,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25002,5,30,0,0,0,0,0,0,0,0,0.015,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25003,5,35,0,0,0,0,0,0,0,0,0.019,0.000457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25004,5,40,0,0,0,0,0,0,0,0,0.023,0.000457,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
25005,5,50,0,0,0,0,0,0,0,0,0.032,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25006,5,55,0,0,0,0,0,0,0,0,0.038,0.000457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25007,5,60,0,0,0,0,0,0,0,0,0.044,0.000457,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
25008,5,65,0,0,0,0,0,0,0,0,0.05,0.000457,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
25009,5,80,0,0,0,0,0,0,0,0,0.062,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25010,5,85,0,0,0,0,0,0,0,0,0.069,0.000457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25011,5,90,0,0,0,0,0,0,0,0,0.077,0.000457,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
25012,5,95,0,0,0,0,0,0,0,0,0.085,0.000457,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
25013,5,110,0,0,0,0,0,0,0,0,0.101,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25014,5,120,0,0,0,0,0,0,0,0,0.111,0.000457,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25015,5,130,0,0,0,0,0,0,0,0,0.121,0.000457,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
25016,5,140,0,0,0,0,0,0,0,0,0.13,0.000457,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
25017,5,150,0,0,0,0,0,0,0,0,0.14,0.000457,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
25018,5,160,0,0,0,0,0,0,0,0,0.158,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26001,6,15,0,0,0,0,0,0,0,0,0,0,0.008,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26002,6,30,0,0,0,0,0,0,0,0,0,0,0.015,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26003,6,35,0,0,0,0,0,0,0,0,0,0,0.019,0.000457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26004,6,40,0,0,0,0,0,0,0,0,0,0,0.023,0.000457,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
26005,6,50,0,0,0,0,0,0,0,0,0,0,0.032,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26006,6,55,0,0,0,0,0,0,0,0,0,0,0.038,0.000457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26007,6,60,0,0,0,0,0,0,0,0,0,0,0.044,0.000457,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
26008,6,65,0,0,0,0,0,0,0,0,0,0,0.05,0.000457,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
26009,6,80,0,0,0,0,0,0,0,0,0,0,0.062,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26010,6,85,0,0,0,0,0,0,0,0,0,0,0.069,0.000457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26011,6,90,0,0,0,0,0,0,0,0,0,0,0.077,0.000457,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
26012,6,95,0,0,0,0,0,0,0,0,0,0,0.085,0.000457,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
26013,6,110,0,0,0,0,0,0,0,0,0,0,0.101,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26014,6,120,0,0,0,0,0,0,0,0,0,0,0.111,0.000457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26015,6,130,0,0,0,0,0,0,0,0,0,0,0.121,0.000457,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
26016,6,140,0,0,0,0,0,0,0,0,0,0,0.13,0.000457,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
26017,6,150,0,0,0,0,0,0,0,0,0,0,0.14,0.000457,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
26018,6,160,0,0,0,0,0,0,0,0,0,0,0.158,0.000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
