id,name,type,level,enterLv,winCon,amount,cost,monsterId,maleAI,femaleAI,reward,rewardFirst,exp,coin,time,resId,des,rewardShow,monsterShow,bossShow,maxRound,startdate,enddate,openday,orderNum,bgId,titleId,love,condition,sceneRound,newBgId,iff,monsterRound,newMonsterId,heroReward
200011,千层塔11层,1,-1,17,3,4,0,440111|440112|0|440113|440114|0|440115|0|440155,-1,-1,91011,-1,5,100,1,-1,4回合取得胜利,-1,0,41007,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200012,千层塔12层,1,-1,17,3,4,0,440121|440122|0|440123|440124|0|440125|0|440155,-1,-1,91012,-1,5,100,1,-1,4回合取得胜利,-1,0,41005,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200013,千层塔13层,1,-1,17,3,4,0,440131|440132|0|440133|440134|0|440135|0|440155,-1,-1,91013,-1,5,100,1,-1,4回合取得胜利,-1,0,41033,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200014,千层塔14层,1,-1,17,3,4,0,440141|440142|0|440143|440144|0|440145|0|440155,-1,-1,91014,-1,5,100,1,-1,4回合取得胜利,-1,0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200015,千层塔15层,1,-1,17,3,4,0,440151|440152|0|440153|440154|0|440155|0|440135,-1,-1,91015,-1,5,100,1,-1,4回合取得胜利,"10016,1|10008,5|11001,20",0,41002,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200016,千层塔16层,1,-1,17,1,-1,0,440161|440162|440163|0|440164|440165|0|0|440174,-1,-1,91016,-1,5,100,1,-1,击败全部敌人,-1,0,41010,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200017,千层塔17层,1,-1,17,1,-1,0,440171|440172|440173|0|440174|440175|0|0|440185,-1,-1,91017,-1,5,100,1,-1,击败全部敌人,-1,0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200018,千层塔18层,1,-1,17,1,-1,0,440181|440182|440183|0|440184|440185|0|0|440165,-1,-1,91018,-1,5,100,1,-1,击败全部敌人,-1,0,41002,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200019,千层塔19层,1,-1,17,1,-1,0,440191|440192|440193|0|440194|440195|0|0|440164,-1,-1,91019,-1,5,100,1,-1,击败全部敌人,-1,0,41014,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200020,千层塔20层,1,-1,17,1,-1,0,440201|440202|440203|0|440204|440205|0|0|440195,-1,-1,91020,-1,5,100,1,-1,击败全部敌人,"10016,1|10008,5|11001,20",0,41007,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200021,千层塔21层,1,-1,17,2,4,0,440211|440212|440213|0|440214|0|0|440215|440215,-1,-1,91021,-1,5,100,1,-1,胜利并至少存活4个英雄,-1,0,41014,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200022,千层塔22层,1,-1,17,2,4,0,440221|440222|440223|0|440224|0|0|440225|440215,-1,-1,91022,-1,5,100,1,-1,胜利并至少存活4个英雄,-1,0,41014,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200023,千层塔23层,1,-1,17,2,4,0,440231|440232|440233|0|440234|0|0|440235|440215,-1,-1,91023,-1,5,100,1,-1,胜利并至少存活4个英雄,-1,0,41004,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200024,千层塔24层,1,-1,17,2,4,0,440241|440242|440243|0|440244|0|0|440245|440215,-1,-1,91024,-1,5,100,1,-1,胜利并至少存活4个英雄,-1,0,41007,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200025,千层塔25层,1,-1,17,2,4,0,440251|440252|440253|0|440254|0|0|440255|440215,-1,-1,91025,-1,5,100,1,-1,胜利并至少存活4个英雄,"10016,1|10008,5|11001,50",0,41004,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200026,千层塔26层,1,-1,17,3,4,0,440261|440262|0|0|440263|440264|0|440265|440215,-1,-1,91026,-1,5,100,1,-1,4回合取得胜利,-1,0,41032,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200027,千层塔27层,1,-1,17,3,4,0,440271|440272|0|0|440273|440274|0|440275|440215,-1,-1,91027,-1,5,100,1,-1,4回合取得胜利,-1,0,41006,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200028,千层塔28层,1,-1,17,3,4,0,440281|440282|0|0|440283|440284|0|440285|440215,-1,-1,91028,-1,5,100,1,-1,4回合取得胜利,-1,0,41009,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200029,千层塔29层,1,-1,17,3,4,0,440291|440292|0|0|440293|440294|0|440295|440264,-1,-1,91029,-1,5,100,1,-1,4回合取得胜利,-1,0,41017,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200030,千层塔30层,1,-1,17,3,4,0,440301|440302|0|0|440303|440304|0|440305|440264,-1,-1,91030,-1,5,100,1,-1,4回合取得胜利,"10016,1|10008,5",0,41005,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200031,千层塔31层,1,-1,17,1,-1,0,440311|440312|440313|440314|440315|0|0|0|440334,-1,-1,91031,-1,5,100,1,-1,击败全部敌人,-1,0,41017,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200032,千层塔32层,1,-1,17,1,-1,0,440321|440322|440323|440324|440325|0|0|0|440334,-1,-1,91032,-1,5,100,1,-1,击败全部敌人,-1,0,41017,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200033,千层塔33层,1,-1,17,1,-1,0,440331|440332|440333|440334|440335|0|0|0|440325,-1,-1,91033,-1,5,100,1,-1,击败全部敌人,-1,0,41005,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200034,千层塔34层,1,-1,17,1,-1,0,440341|440342|440343|440344|440345|0|0|0|440325,-1,-1,91034,-1,5,100,1,-1,击败全部敌人,-1,0,41002,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200035,千层塔35层,1,-1,17,1,-1,0,440351|440352|440353|440354|440355|0|0|0|440325,-1,-1,91035,-1,5,100,1,-1,击败全部敌人,"10016,1|10008,5",0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200036,千层塔36层,1,-1,17,2,4,0,440361|440362|440363|0|440364|0|0|440365|440395,-1,-1,91036,-1,5,100,1,-1,胜利并至少存活4个英雄,-1,0,41033,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200037,千层塔37层,1,-1,17,2,4,0,440371|440372|440373|0|440374|0|0|440375|440395,-1,-1,91037,-1,5,100,1,-1,胜利并至少存活4个英雄,-1,0,41001,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200038,千层塔38层,1,-1,17,2,4,0,440381|440382|440383|0|440384|0|0|440385|440375,-1,-1,91038,-1,5,100,1,-1,胜利并至少存活4个英雄,-1,0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200039,千层塔39层,1,-1,17,2,4,0,440391|440392|440393|0|440394|0|0|440395|440375,-1,-1,91039,-1,5,100,1,-1,胜利并至少存活4个英雄,-1,0,41002,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200040,千层塔40层,1,-1,17,2,4,0,440401|440402|440403|0|440404|0|0|440405|440375,-1,-1,91040,-1,5,100,1,-1,胜利并至少存活4个英雄,"10016,1|10008,5",0,41014,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200041,千层塔41层,1,-1,17,3,4,0,440411|440412|0|0|440413|0|440414|440415|440425,-1,-1,91041,-1,5,100,1,-1,4回合取得胜利,-1,0,41002,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200042,千层塔42层,1,-1,17,3,4,0,440421|440422|0|0|440423|0|440424|440425|440415,-1,-1,91042,-1,5,100,1,-1,4回合取得胜利,-1,0,41014,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200043,千层塔43层,1,-1,17,3,4,0,440431|440432|0|0|440433|0|440434|440435|440415,-1,-1,91043,-1,5,100,1,-1,4回合取得胜利,-1,0,41023,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200044,千层塔44层,1,-1,17,3,4,0,440441|440442|0|0|440443|0|440444|440445|440415,-1,-1,91044,-1,5,100,1,-1,4回合取得胜利,-1,0,41001,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200045,千层塔45层,1,-1,17,3,4,0,440451|440452|0|0|440453|0|440454|440455|440415,-1,-1,91045,-1,5,100,1,-1,4回合取得胜利,"10016,1|10008,5",0,41016,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200046,千层塔46层,1,-1,17,1,-1,0,440461|440462|440463|440464|440465|0|0|0|440505,-1,-1,91046,-1,5,100,1,-1,击败全部敌人,-1,0,41016,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200047,千层塔47层,1,-1,17,1,-1,0,440471|440472|440473|440474|440475|0|0|0|440505,-1,-1,91047,-1,5,100,1,-1,击败全部敌人,-1,0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200048,千层塔48层,1,-1,17,1,-1,0,440481|440482|440483|440484|440485|0|0|0|440505,-1,-1,91048,-1,5,100,1,-1,击败全部敌人,-1,0,41006,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200049,千层塔49层,1,-1,17,1,-1,0,440491|440492|440493|440494|440495|0|0|0|440505,-1,-1,91049,-1,5,100,1,-1,击败全部敌人,-1,0,41013,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200050,千层塔50层,1,-1,17,1,-1,0,440501|440502|440503|440504|440505|0|0|0|440494,-1,-1,91050,-1,5,100,1,-1,击败全部敌人,"10017,1|10008,5",0,41015,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200051,千层塔51层,1,-1,17,2,3,0,440511|440512|440513|0|440514|0|0|440515|440545,-1,-1,91051,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41013,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200052,千层塔52层,1,-1,17,2,3,0,440521|440522|440523|0|440524|0|0|440525|440545,-1,-1,91052,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200053,千层塔53层,1,-1,17,2,3,0,440531|440532|440533|0|440534|0|0|440535|440515,-1,-1,91053,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41015,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200054,千层塔54层,1,-1,17,2,3,0,440541|440542|440543|0|440544|0|0|440545|440515,-1,-1,91054,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41007,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200055,千层塔55层,1,-1,17,2,3,0,440551|440552|440553|0|440554|0|0|440555|440545,-1,-1,91055,-1,5,100,1,-1,胜利并至少存活3个英雄,"10017,1|10008,10",0,41015,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200056,千层塔56层,1,-1,17,3,3,0,440561|440562|440563|440564|440565|0|0|0|440605,-1,-1,91056,-1,5,100,1,-1,3回合取得胜利,-1,0,41007,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200057,千层塔57层,1,-1,17,3,3,0,440571|440572|440573|440574|440575|0|0|0|440605,-1,-1,91057,-1,5,100,1,-1,3回合取得胜利,-1,0,41032,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200058,千层塔58层,1,-1,17,3,3,0,440581|440582|440583|440584|440585|0|0|0|440605,-1,-1,91058,-1,5,100,1,-1,3回合取得胜利,-1,0,41004,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200059,千层塔59层,1,-1,17,3,3,0,440591|440592|440593|440594|440595|0|0|0|440605,-1,-1,91059,-1,5,100,1,-1,3回合取得胜利,-1,0,41009,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200060,千层塔60层,1,-1,17,3,3,0,440601|440602|440603|440604|440605|0|0|0|440595,-1,-1,91060,-1,5,100,1,-1,3回合取得胜利,"10017,1|10008,10",0,41027,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200061,千层塔61层,1,-1,17,1,-1,0,440611|440612|0|440613|440614|0|440615|0|440645,-1,-1,91061,-1,5,100,1,-1,击败全部敌人,-1,0,41023,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200062,千层塔62层,1,-1,17,1,-1,0,440621|440622|0|440623|440624|0|440625|0|440645,-1,-1,91062,-1,5,100,1,-1,击败全部敌人,-1,0,41033,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200063,千层塔63层,1,-1,17,1,-1,0,440631|440632|0|440633|440634|0|440635|0|440645,-1,-1,91063,-1,5,100,1,-1,击败全部敌人,-1,0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200064,千层塔64层,1,-1,17,1,-1,0,440641|440642|0|440643|440644|0|440645|0|440634,-1,-1,91064,-1,5,100,1,-1,击败全部敌人,-1,0,41023,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200065,千层塔65层,1,-1,17,1,-1,0,440651|440652|0|440653|440654|0|440655|0|440645,-1,-1,91065,-1,5,100,1,-1,击败全部敌人,"10017,1|10008,10",0,41014,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200066,千层塔66层,1,-1,17,2,3,0,440661|440662|440663|0|440664|440665|0|0|440705,-1,-1,91066,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41005,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200067,千层塔67层,1,-1,17,2,3,0,440671|440672|440673|0|440674|440675|0|0|440705,-1,-1,91067,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41001,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200068,千层塔68层,1,-1,17,2,3,0,440681|440682|440683|0|440684|440685|0|0|440705,-1,-1,91068,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41016,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200069,千层塔69层,1,-1,17,2,3,0,440691|440692|440693|0|440694|440695|0|0|440705,-1,-1,91069,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41006,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200070,千层塔70层,1,-1,17,2,3,0,440701|440702|440703|0|440704|440705|0|0|440684,-1,-1,91070,-1,5,100,1,-1,胜利并至少存活3个英雄,"10017,1|10008,10",0,41013,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200071,千层塔71层,1,-1,17,3,3,0,440711|440712|440713|0|440714|0|0|440715|440735,-1,-1,91071,-1,5,100,1,-1,3回合取得胜利,-1,0,41015,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200072,千层塔72层,1,-1,17,3,3,0,440721|440722|440723|0|440724|0|0|440725|440735,-1,-1,91072,-1,5,100,1,-1,3回合取得胜利,-1,0,41007,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200073,千层塔73层,1,-1,17,3,3,0,440731|440732|440733|0|440734|0|0|440735|440725,-1,-1,91073,-1,5,100,1,-1,3回合取得胜利,-1,0,41032,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200074,千层塔74层,1,-1,17,3,3,0,440741|440742|440743|0|440744|0|0|440745|440725,-1,-1,91074,-1,5,100,1,-1,3回合取得胜利,-1,0,41005,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200075,千层塔75层,1,-1,17,3,3,0,440751|440752|440753|0|440754|0|0|440755|440735,-1,-1,91075,-1,5,100,1,-1,3回合取得胜利,"10017,1|10008,10",0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200076,千层塔76层,1,-1,17,1,-1,0,440761|440762|0|0|440763|440764|0|440765|440775,-1,-1,91076,-1,5,100,1,-1,击败全部敌人,-1,0,41017,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200077,千层塔77层,1,-1,17,1,-1,0,440771|440772|0|0|440773|440774|0|440775|440765,-1,-1,91077,-1,5,100,1,-1,击败全部敌人,-1,0,41005,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200078,千层塔78层,1,-1,17,1,-1,0,440781|440782|0|0|440783|440784|0|440785|440775,-1,-1,91078,-1,5,100,1,-1,击败全部敌人,-1,0,41033,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200079,千层塔79层,1,-1,17,1,-1,0,440791|440792|0|0|440793|440794|0|440795|440785,-1,-1,91079,-1,5,100,1,-1,击败全部敌人,-1,0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200080,千层塔80层,1,-1,17,1,-1,0,440801|440802|0|0|440803|440804|0|440805|440785,-1,-1,91080,-1,5,100,1,-1,击败全部敌人,"10017,1|10008,10",0,41002,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200081,千层塔81层,1,-1,17,2,3,0,440811|440812|440813|440814|440815|0|0|0|440835,-1,-1,91081,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41014,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200082,千层塔82层,1,-1,17,2,3,0,440821|440822|440823|440824|440825|0|0|0|440835,-1,-1,91082,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41023,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200083,千层塔83层,1,-1,17,2,3,0,440831|440832|440833|440834|440835|0|0|0|440825,-1,-1,91083,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41026,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200084,千层塔84层,1,-1,17,2,3,0,440841|440842|440843|440844|440845|0|0|0|440835,-1,-1,91084,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41016,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200085,千层塔85层,1,-1,17,2,3,0,440851|440852|440853|440854|440855|0|0|0|440835,-1,-1,91085,-1,5,100,1,-1,胜利并至少存活3个英雄,"10017,1|10008,10",0,41004,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200086,千层塔86层,1,-1,17,3,3,0,440861|440862|440863|0|440864|0|0|440865|440875,-1,-1,91086,-1,5,100,1,-1,3回合取得胜利,-1,0,41013,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200087,千层塔87层,1,-1,17,3,3,0,440871|440872|440873|0|440874|0|0|440875|440865,-1,-1,91087,-1,5,100,1,-1,3回合取得胜利,-1,0,41015,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200088,千层塔88层,1,-1,17,3,3,0,440881|440882|440883|0|440884|0|0|440885|440865,-1,-1,91088,-1,5,100,1,-1,3回合取得胜利,-1,0,41007,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200089,千层塔89层,1,-1,17,3,3,0,440891|440892|440893|0|440894|0|0|440895|440865,-1,-1,91089,-1,5,100,1,-1,3回合取得胜利,-1,0,41032,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200090,千层塔90层,1,-1,17,3,3,0,440901|440902|440903|0|440904|0|0|440905|440865,-1,-1,91090,-1,5,100,1,-1,3回合取得胜利,"10017,1|10008,10",0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200091,千层塔91层,1,-1,17,2,3,0,440911|440912|0|0|440913|0|440914|440915|440924,-1,-1,91091,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41009,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200092,千层塔92层,1,-1,17,2,3,0,440921|440922|0|0|440923|0|440924|440925|440913,-1,-1,91092,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41017,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200093,千层塔93层,1,-1,17,2,3,0,440931|440932|0|0|440933|0|440934|440935|440913,-1,-1,91093,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41005,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200094,千层塔94层,1,-1,17,2,3,0,440941|440942|0|0|440943|0|440944|440945|440934,-1,-1,91094,-1,5,100,1,-1,胜利并至少存活3个英雄,-1,0,41033,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200095,千层塔95层,1,-1,17,2,3,0,440951|440952|0|0|440953|0|440954|440955|440934,-1,-1,91095,-1,5,100,1,-1,胜利并至少存活3个英雄,"10017,1|10008,10",0,41003,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200096,千层塔96层,1,-1,17,3,3,0,440961|440962|440963|440964|440965|0|0|0|440994,-1,-1,91096,-1,5,100,1,-1,3回合取得胜利,-1,0,41016,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200097,千层塔97层,1,-1,17,3,3,0,440971|440972|440973|440974|440975|0|0|0|440994,-1,-1,91097,-1,5,100,1,-1,3回合取得胜利,-1,0,41013,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200098,千层塔98层,1,-1,17,3,3,0,440981|440982|440983|440984|440985|0|0|0|440994,-1,-1,91098,-1,5,100,1,-1,3回合取得胜利,-1,0,41016,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
200099,千层塔99层,1,-1,17,3,3,0,440991|440992|440993|440994|440995|0|0|0|440984,-1,-1,91099,-1,5,100,1,-1,3回合取得胜利,-1,0,41011,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,0,-1
200100,千层塔100层,1,-1,17,3,3,0,441001|441002|441003|441004|441005|0|0|0|440995,-1,-1,91100,-1,5,100,1,-1,3回合取得胜利,"10017,1|10008,10",0,41027,20,20150101,20871015,1111111,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1
301001,经验副本1,2,0,15,1,-1,1,0|0|0|0|420001|0|0|0|0,-1,-1,90100,-1,5,100,2,1001,击杀对手获得巨额经验,-1,2001,45003,10,20150101,20871015,1111111,1,103,10002,-1,-1,-1,-1,-1,-1,-1,10011|10012|10012
301002,经验副本2,2,1,30,1,-1,1,0|0|0|0|420002|0|0|0|0,-1,-1,90101,-1,5,200,2,1002,击杀对手获得巨额经验,-1,2001,45003,10,20150101,20871015,1111111,1,103,10002,-1,-1,-1,-1,-1,-1,-1,10012|10013|10013
