id,signType,signDate,signCondition,signReward,vipDouble,vipLevel,rewardBet,showHero
200163,2,20160210,-1,"31016,5",1,4,2,"41016,55"
200164,2,20160211,-1,"10001,1",0,-1,-1,"41016,55"
200165,2,20160212,-1,"11001,50",1,5,2,"41016,55"
200166,2,20160213,-1,"10102,5",0,-1,-1,"41016,55"
200167,2,20160214,-1,"10008,10",0,-1,-1,"41016,55"
200168,2,20160215,-1,"31016,5",1,6,2,"41016,55"
200169,2,20160216,-1,"10010,20",0,-1,-1,"41016,55"
200170,2,20160217,-1,"10003,1",1,7,2,"41016,55"
200171,2,20160218,-1,"10103,5",0,-1,-1,"41016,55"
200172,2,20160219,-1,"10014,1",0,-1,-1,"41016,55"
200173,2,20160220,-1,"11001,50",1,8,2,"41016,55"
200174,2,20160221,-1,"10001,1",0,-1,-1,"41016,55"
200175,2,20160222,-1,"10104,5",1,9,2,"41016,55"
200176,2,20160223,-1,"10002,1",0,-1,-1,"41016,55"
200177,2,20160224,-1,"10008,10",0,-1,-1,"41016,55"
200178,2,20160225,-1,"31016,5",1,10,2,"41016,55"
200179,2,20160226,-1,"10015,1",0,-1,-1,"41016,55"
200180,2,20160227,-1,"11001,50",1,10,2,"41016,55"
200181,2,20160228,-1,"10014,2",0,-1,-1,"41016,55"
200182,2,20160229,-1,"10010,30",0,-1,-1,"41016,55"
200183,2,20160301,-1,"10001,1",1,1,2,"41016,55"
200184,2,20160302,-1,"31016,5",1,1,3,"41016,55"
200185,2,20160303,-1,"10002,1",0,-1,-1,"41016,55"
200186,2,20160304,-1,"10008,10",0,-1,-1,"41016,55"
200187,2,20160305,-1,"10010,20",1,2,2,"41016,55"
200188,2,20160306,-1,"11001,50",0,-1,-1,"41016,55"
200189,2,20160307,-1,"10003,1",1,3,2,"41016,55"
200190,2,20160308,-1,"10015,1",0,-1,-1,"41016,55"
200191,2,20160309,-1,"10101,5",0,-1,-1,"41016,55"
200192,2,20160310,-1,"31016,5",1,4,2,"41016,55"
200193,2,20160311,-1,"10001,1",0,-1,-1,"41016,55"
200194,2,20160312,-1,"11001,50",1,5,2,"41016,55"
200195,2,20160313,-1,"10102,5",0,-1,-1,"41016,55"
200196,2,20160314,-1,"10008,10",0,-1,-1,"41016,55"
200197,2,20160315,-1,"31016,5",1,6,2,"41016,55"
200198,2,20160316,-1,"10010,20",0,-1,-1,"41016,55"
200199,2,20160317,-1,"10003,1",1,7,2,"41016,55"
200200,2,20160318,-1,"10103,5",0,-1,-1,"41016,55"
200201,2,20160319,-1,"10014,1",0,-1,-1,"41016,55"
200202,2,20160320,-1,"11001,50",1,8,2,"41016,55"
200203,2,20160321,-1,"10001,1",0,-1,-1,"41016,55"
200204,2,20160322,-1,"10104,5",1,9,2,"41016,55"
200205,2,20160323,-1,"10002,1",0,-1,-1,"41016,55"
200206,2,20160324,-1,"10008,10",0,-1,-1,"41016,55"
200207,2,20160325,-1,"31016,5",1,10,2,"41016,55"
200208,2,20160326,-1,"10015,1",0,-1,-1,"41016,55"
200209,2,20160327,-1,"11001,50",1,10,2,"41016,55"
200210,2,20160328,-1,"10014,2",0,-1,-1,"41016,55"
200211,2,20160329,-1,"10010,30",0,-1,-1,"41016,55"
200212,2,20160330,-1,"31016,5",1,11,2,"41016,55"
200213,2,20160331,-1,"10008,20",1,11,2,"41016,55"
200214,2,20160401,-1,"10047,1",1,1,2,"41001,50"
200215,2,20160402,-1,"11001,10",0,-1,-1,"41001,50"
200216,2,20160403,-1,"10052,1",1,2,2,"41001,50"
200217,2,20160404,-1,"10001,5",0,-1,-1,"41001,50"
200218,2,20160405,-1,"31001,5",1,3,2,"41001,50"
200219,2,20160406,-1,"10050,1",1,4,2,"41001,50"
200220,2,20160407,-1,"11001,15",0,-1,-1,"41001,50"
200221,2,20160408,-1,"10052,1",1,5,2,"41001,50"
200222,2,20160409,-1,"10002,5",0,-1,-1,"41001,50"
200223,2,20160410,-1,"31001,5",1,6,2,"41001,50"
200224,2,20160411,-1,"10047,1",1,7,2,"41001,50"
200225,2,20160412,-1,"11001,20",0,-1,-1,"41001,50"
200226,2,20160413,-1,"10052,2",1,8,2,"41001,50"
200227,2,20160414,-1,"10003,1",0,-1,-1,"41001,50"
200228,2,20160415,-1,"31001,10",1,9,2,"41001,50"
200229,2,20160416,-1,"10050,1",1,10,2,"41001,50"
200230,2,20160417,-1,"11001,25",0,-1,-1,"41001,50"
200231,2,20160418,-1,"10052,2",1,11,2,"41001,50"
200232,2,20160419,-1,"10004,1",0,-1,-1,"41001,50"
200233,2,20160420,-1,"31001,10",1,12,2,"41001,50"
200234,2,20160421,-1,"10047,1",1,13,2,"41001,50"
200235,2,20160422,-1,"11001,30",0,-1,-1,"41001,50"
200236,2,20160423,-1,"10052,3",1,14,2,"41001,50"
200237,2,20160424,-1,"10005,10",0,-1,-1,"41001,50"
200238,2,20160425,-1,"31001,10",1,15,2,"41001,50"
200239,2,20160426,-1,"10050,1",1,15,2,"41001,50"
200240,2,20160427,-1,"11001,35",0,-1,-1,"41001,50"
200241,2,20160428,-1,"10052,3",1,15,2,"41001,50"
200242,2,20160429,-1,"10008,20",0,-1,-1,"41001,50"
200243,2,20160430,-1,"31001,10",1,15,2,"41001,50"
200244,2,20160501,-1,"10047,1",1,1,2,"41001,50"
200245,2,20160502,-1,"11001,10",0,-1,-1,"41001,50"
200246,2,20160503,-1,"10052,1",1,2,2,"41001,50"
200247,2,20160504,-1,"10001,5",0,-1,-1,"41001,50"
200248,2,20160505,-1,"31001,5",1,3,2,"41001,50"
200249,2,20160506,-1,"10050,1",1,4,2,"41001,50"
200250,2,20160507,-1,"11001,15",0,-1,-1,"41001,50"
200251,2,20160508,-1,"10052,1",1,5,2,"41001,50"
200252,2,20160509,-1,"10002,5",0,-1,-1,"41001,50"
200253,2,20160510,-1,"31001,5",1,6,2,"41001,50"
200254,2,20160511,-1,"10047,1",1,7,2,"41001,50"
200255,2,20160512,-1,"11001,20",0,-1,-1,"41001,50"
200256,2,20160513,-1,"10052,2",1,8,2,"41001,50"
200257,2,20160514,-1,"10003,1",0,-1,-1,"41001,50"
200258,2,20160515,-1,"31001,10",1,9,2,"41001,50"
200259,2,20160516,-1,"10050,1",1,10,2,"41001,50"
200260,2,20160517,-1,"11001,25",0,-1,-1,"41001,50"
200261,2,20160518,-1,"10052,2",1,11,2,"41001,50"
200262,2,20160519,-1,"10004,1",0,-1,-1,"41001,50"
200263,2,20160520,-1,"31001,10",1,12,2,"41001,50"
200264,2,20160521,-1,"10047,1",1,13,2,"41001,50"
200265,2,20160522,-1,"11001,30",0,-1,-1,"41001,50"
200266,2,20160523,-1,"10052,3",1,14,2,"41001,50"
200267,2,20160524,-1,"10005,10",0,-1,-1,"41001,50"
200268,2,20160525,-1,"31001,10",1,15,2,"41001,50"
200269,2,20160526,-1,"10050,1",1,15,2,"41001,50"
200270,2,20160527,-1,"11001,35",0,-1,-1,"41001,50"
200271,2,20160528,-1,"10052,3",1,15,2,"41001,50"
200272,2,20160529,-1,"10008,20",0,-1,-1,"41001,50"
200273,2,20160530,-1,"31001,10",1,15,2,"41001,50"
200274,2,20160531,-1,"10015,1",0,-1,-1,"41001,50"
200275,2,20160601,-1,"10047,1",1,1,2,"41005,50"
200276,2,20160602,-1,"11001,10",0,-1,-1,"41005,50"
200277,2,20160603,-1,"10052,1",1,2,2,"41005,50"
200278,2,20160604,-1,"10001,5",0,-1,-1,"41005,50"
200279,2,20160605,-1,"31005,5",1,3,2,"41005,50"
200280,2,20160606,-1,"10050,1",1,4,2,"41005,50"
200281,2,20160607,-1,"11001,15",0,-1,-1,"41005,50"
200282,2,20160608,-1,"10052,1",1,5,2,"41005,50"
200283,2,20160609,-1,"10002,5",0,-1,-1,"41005,50"
200284,2,20160610,-1,"31005,5",1,6,2,"41005,50"
200285,2,20160611,-1,"10047,1",1,7,2,"41005,50"
200286,2,20160612,-1,"11001,20",0,-1,-1,"41005,50"
200287,2,20160613,-1,"10052,2",1,8,2,"41005,50"
200288,2,20160614,-1,"10003,1",0,-1,-1,"41005,50"
200289,2,20160615,-1,"31005,10",1,9,2,"41005,50"
200290,2,20160616,-1,"10050,1",1,10,2,"41005,50"
200291,2,20160617,-1,"11001,25",0,-1,-1,"41005,50"
200292,2,20160618,-1,"10052,2",1,11,2,"41005,50"
200293,2,20160619,-1,"10004,1",0,-1,-1,"41005,50"
200294,2,20160620,-1,"31005,10",1,12,2,"41005,50"
200295,2,20160621,-1,"10047,1",1,13,2,"41005,50"
200296,2,20160622,-1,"11001,30",0,-1,-1,"41005,50"
200297,2,20160623,-1,"10052,3",1,14,2,"41005,50"
200298,2,20160624,-1,"10005,10",0,-1,-1,"41005,50"
200299,2,20160625,-1,"31005,10",1,15,2,"41005,50"
200300,2,20160626,-1,"10050,1",1,15,2,"41005,50"
200301,2,20160627,-1,"11001,35",0,-1,-1,"41005,50"
200302,2,20160628,-1,"10052,3",1,15,2,"41005,50"
200303,2,20160629,-1,"10008,20",0,-1,-1,"41005,50"
200304,2,20160630,-1,"31005,10",1,15,2,"41005,50"
200305,2,20160701,-1,"10047,1",1,1,2,"41027,50"
200306,2,20160702,-1,"11001,10",0,-1,-1,"41027,50"
200307,2,20160703,-1,"10052,1",1,2,2,"41027,50"
200308,2,20160704,-1,"10001,5",0,-1,-1,"41027,50"
200309,2,20160705,-1,"31027,5",1,3,2,"41027,50"
200310,2,20160706,-1,"10050,1",1,4,2,"41027,50"
200311,2,20160707,-1,"11001,15",0,-1,-1,"41027,50"
200312,2,20160708,-1,"10052,1",1,5,2,"41027,50"
200313,2,20160709,-1,"10002,5",0,-1,-1,"41027,50"
200314,2,20160710,-1,"31027,5",1,6,2,"41027,50"
200315,2,20160711,-1,"10047,1",1,7,2,"41027,50"
200316,2,20160712,-1,"11001,20",0,-1,-1,"41027,50"
200317,2,20160713,-1,"10052,2",1,8,2,"41027,50"
200318,2,20160714,-1,"10003,1",0,-1,-1,"41027,50"
200319,2,20160715,-1,"31027,10",1,9,2,"41027,50"
200320,2,20160716,-1,"10050,1",1,10,2,"41027,50"
200321,2,20160717,-1,"11001,25",0,-1,-1,"41027,50"
200322,2,20160718,-1,"10052,2",1,11,2,"41027,50"
200323,2,20160719,-1,"10004,1",0,-1,-1,"41027,50"
200324,2,20160720,-1,"31027,10",1,12,2,"41027,50"
200325,2,20160721,-1,"10047,1",1,13,2,"41027,50"
200326,2,20160722,-1,"11001,30",0,-1,-1,"41027,50"
200327,2,20160723,-1,"10052,3",1,14,2,"41027,50"
200328,2,20160724,-1,"10005,10",0,-1,-1,"41027,50"
200329,2,20160725,-1,"31027,10",1,15,2,"41027,50"
200330,2,20160726,-1,"10050,1",1,15,2,"41027,50"
200331,2,20160727,-1,"11001,35",0,-1,-1,"41027,50"
200332,2,20160728,-1,"10052,3",1,15,2,"41027,50"
200333,2,20160729,-1,"10008,20",0,-1,-1,"41027,50"
200334,2,20160730,-1,"31027,10",1,15,2,"41027,50"
200335,2,20160731,-1,"10015,1",0,-1,-1,"41027,50"
200336,2,20160801,-1,"10047,1",1,1,2,"41013,50"
200337,2,20160802,-1,"11001,10",0,-1,-1,"41013,50"
200338,2,20160803,-1,"10052,1",1,2,2,"41013,50"
200339,2,20160804,-1,"10001,5",0,-1,-1,"41013,50"
200340,2,20160805,-1,"31013,5",1,3,2,"41013,50"
200341,2,20160806,-1,"10050,1",1,4,2,"41013,50"
200342,2,20160807,-1,"11001,15",0,-1,-1,"41013,50"
200343,2,20160808,-1,"10052,1",1,5,2,"41013,50"
200344,2,20160809,-1,"10002,5",0,-1,-1,"41013,50"
200345,2,20160810,-1,"31013,5",1,6,2,"41013,50"
200346,2,20160811,-1,"10047,1",1,7,2,"41013,50"
200347,2,20160812,-1,"11001,20",0,-1,-1,"41013,50"
200348,2,20160813,-1,"10052,2",1,8,2,"41013,50"
200349,2,20160814,-1,"10003,1",0,-1,-1,"41013,50"
200350,2,20160815,-1,"31013,10",1,9,2,"41013,50"
200351,2,20160816,-1,"10050,1",1,10,2,"41013,50"
200352,2,20160817,-1,"11001,25",0,-1,-1,"41013,50"
200353,2,20160818,-1,"10052,2",1,11,2,"41013,50"
200354,2,20160819,-1,"10004,1",0,-1,-1,"41013,50"
200355,2,20160820,-1,"31013,10",1,12,2,"41013,50"
200356,2,20160821,-1,"10047,1",1,13,2,"41013,50"
200357,2,20160822,-1,"11001,30",0,-1,-1,"41013,50"
200358,2,20160823,-1,"10052,3",1,14,2,"41013,50"
200359,2,20160824,-1,"10005,10",0,-1,-1,"41013,50"
200360,2,20160825,-1,"31013,10",1,15,2,"41013,50"
200361,2,20160826,-1,"10050,1",1,15,2,"41013,50"
200362,2,20160827,-1,"11001,35",0,-1,-1,"41013,50"
200363,2,20160828,-1,"10052,3",1,15,2,"41013,50"
200364,2,20160829,-1,"10008,20",0,-1,-1,"41013,50"
200365,2,20160830,-1,"31013,10",1,15,2,"41013,50"
200366,2,20160831,-1,"10015,1",0,-1,-1,"41013,50"
200367,2,20160901,-1,"10047,1",1,1,2,"41014,50"
200368,2,20160902,-1,"11001,10",0,-1,-1,"41014,50"
200369,2,20160903,-1,"10052,1",1,2,2,"41014,50"
200370,2,20160904,-1,"10001,5",0,-1,-1,"41014,50"
200371,2,20160905,-1,"31014,5",1,3,2,"41014,50"
200372,2,20160906,-1,"10050,1",1,4,2,"41014,50"
200373,2,20160907,-1,"11001,15",0,-1,-1,"41014,50"
200374,2,20160908,-1,"10052,1",1,5,2,"41014,50"
200375,2,20160909,-1,"10002,5",0,-1,-1,"41014,50"
200376,2,20160910,-1,"31014,5",1,6,2,"41014,50"
200377,2,20160911,-1,"10047,1",1,7,2,"41014,50"
200378,2,20160912,-1,"11001,20",0,-1,-1,"41014,50"
200379,2,20160913,-1,"10052,2",1,8,2,"41014,50"
200380,2,20160914,-1,"10003,1",0,-1,-1,"41014,50"
200381,2,20160915,-1,"31014,10",1,9,2,"41014,50"
200382,2,20160916,-1,"10050,1",1,10,2,"41014,50"
200383,2,20160917,-1,"11001,25",0,-1,-1,"41014,50"
200384,2,20160918,-1,"10052,2",1,11,2,"41014,50"
200385,2,20160919,-1,"10004,1",0,-1,-1,"41014,50"
200386,2,20160920,-1,"31014,10",1,12,2,"41014,50"
200387,2,20160921,-1,"10047,1",1,13,2,"41014,50"
200388,2,20160922,-1,"11001,30",0,-1,-1,"41014,50"
200389,2,20160923,-1,"10052,3",1,14,2,"41014,50"
200390,2,20160924,-1,"10005,10",0,-1,-1,"41014,50"
200391,2,20160925,-1,"31014,10",1,15,2,"41014,50"
200392,2,20160926,-1,"10050,1",1,15,2,"41014,50"
200393,2,20160927,-1,"11001,35",0,-1,-1,"41014,50"
200394,2,20160928,-1,"10052,3",1,15,2,"41014,50"
200395,2,20160929,-1,"10008,20",0,-1,-1,"41014,50"
200396,2,20160930,-1,"31014,10",1,15,2,"41014,50"
200397,2,20161001,-1,"10047,1",1,1,2,"41017,50"
200398,2,20161002,-1,"11001,10",0,-1,-1,"41017,50"
200399,2,20161003,-1,"10052,1",1,2,2,"41017,50"
200400,2,20161004,-1,"10001,5",0,-1,-1,"41017,50"
200401,2,20161005,-1,"31017,5",1,3,2,"41017,50"
200402,2,20161006,-1,"10050,1",1,4,2,"41017,50"
200403,2,20161007,-1,"11001,15",0,-1,-1,"41017,50"
200404,2,20161008,-1,"10052,1",1,5,2,"41017,50"
200405,2,20161009,-1,"10002,5",0,-1,-1,"41017,50"
200406,2,20161010,-1,"31017,5",1,6,2,"41017,50"
200407,2,20161011,-1,"10047,1",1,7,2,"41017,50"
200408,2,20161012,-1,"11001,20",0,-1,-1,"41017,50"
200409,2,20161013,-1,"10052,2",1,8,2,"41017,50"
200410,2,20161014,-1,"10003,1",0,-1,-1,"41017,50"
200411,2,20161015,-1,"31017,10",1,9,2,"41017,50"
200412,2,20161016,-1,"10050,1",1,10,2,"41017,50"
200413,2,20161017,-1,"11001,25",0,-1,-1,"41017,50"
200414,2,20161018,-1,"10052,2",1,11,2,"41017,50"
200415,2,20161019,-1,"10004,1",0,-1,-1,"41017,50"
200416,2,20161020,-1,"31017,10",1,12,2,"41017,50"
200417,2,20161021,-1,"10047,1",1,13,2,"41017,50"
200418,2,20161022,-1,"11001,30",0,-1,-1,"41017,50"
200419,2,20161023,-1,"10052,3",1,14,2,"41017,50"
200420,2,20161024,-1,"10005,10",0,-1,-1,"41017,50"
200421,2,20161025,-1,"31017,10",1,15,2,"41017,50"
200422,2,20161026,-1,"10050,1",1,15,2,"41017,50"
200423,2,20161027,-1,"11001,35",0,-1,-1,"41017,50"
200424,2,20161028,-1,"10052,3",1,15,2,"41017,50"
200425,2,20161029,-1,"10008,20",0,-1,-1,"41017,50"
200426,2,20161030,-1,"31017,10",1,15,2,"41017,50"
200427,2,20161031,-1,"10015,1",0,-1,-1,"41017,50"
