id,name,lvl,qua,advLvl,mark,jobType,sexTyp,hp,atk,pdd,mdd,hit,miss,criPrb,criRes,criCoe,coeRes,resID,boss,tagTyp,atkTyp,atkID,a_sklID,p1_sklID,p2_sklID,p3_sklID,d_sklID,ctrPrb,speed,,
110082,ÎïÃâÍ­ÈËºÍÉÐ,8,1,5,0,2,0,2005,526,272,272,1,0,0.02,0,1.2,0,42007,1,1,1,71007,-1,73007,-1,75007,-1,0.1,7,,
110083,µ¶±ø,8,1,5,0,2,0,2005,526,272,272,1,0,0.02,0,1.2,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,7,,
110091,Í­ÈËºÍÉÐ,9,1,5,0,1,0,2084,546,282,282,1,0,0.02,0,1.2,0,42007,1,1,1,71007,-1,73007,-1,-1,-1,0.1,7,,
110092,ÎïÃâÍ­ÈËºÍÉÐ,9,1,5,0,2,0,2084,546,282,282,1,0,0.02,0,1.2,0,42007,1,1,1,71007,-1,73007,-1,75007,-1,0.1,7,,
110093,Ç¹±ø,9,1,5,0,4,0,2084,546,282,282,1,0,0.02,0,1.2,0,43016,1,1,1,71001,72001,-1,-1,-1,-1,0,7,,
110101,Ç¹±ø2,10,1,6,0,0,0,2289,599,315,315,1,0,0.02,0,1.2,0,42024,1,1,1,71001,-1,73001,-1,-1,-1,0,8,,
110102,¿ø¼×µ¶±ø,10,1,6,0,4,0,2289,599,315,315,1,0,0.02,0,1.2,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,8,,
110103,Í­ÈËºÍÉÐ,10,1,6,0,1,0,2289,599,315,315,1,0,0.02,0,1.2,0,42007,1,1,1,71007,-1,73007,-1,-1,-1,0.1,8,,
110111,ºÍÉÐ1,11,1,6,0,0,0,2352,615,324,324,1,0,0.02,0,1.2,0,42015,1,3,2,71006,-1,73006,-1,-1,-1,0,8,,
110112,°ô±ø,11,1,6,0,4,0,2352,615,324,324,1,0,0.02,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,8,,
110113,Í­ÈËºÍÉÐ,11,1,6,0,1,0,2352,615,324,324,1,0,0.02,0,1.2,0,42007,1,1,1,71007,-1,73007,-1,-1,-1,0.1,8,,
110121,µ¶±ø,12,1,7,0,2,0,2578,674,360,360,1,0,0.02,0,1.2,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,9,,
110122,µ¶±ø,12,1,7,0,2,0,2578,674,360,360,1,0,0.02,0,1.2,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,9,,
110123,µ¶±ø,12,1,7,0,2,0,2578,674,360,360,1,0,0.02,0,1.2,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,9,,
110131,´øµ¶¼Ò¶¡,13,1,7,0,2,0,2622,686,367,367,1,0,0.02,0,1.2,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,9,,
110132,´øµ¶¼Ò¶¡,13,1,7,0,2,0,2622,686,367,367,1,0,0.02,0,1.2,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,9,,
110133,´øµ¶¼Ò¶¡,13,1,7,0,2,0,2622,686,367,367,1,0,0.02,0,1.2,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,9,,
110141,Ç¹±ø2,14,1,8,0,0,0,2869,749,404,404,1,0,0.02,0,1.2,0,42024,1,1,1,71001,-1,73001,-1,-1,-1,0,10,,
110142,¿ø¼×µ¶±ø,14,1,8,0,4,0,2869,749,404,404,1,0,0.02,0,1.2,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,10,,
110143,µ¶±ø,14,1,8,0,2,0,2869,749,404,404,1,0,0.02,0,1.2,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,10,,
110151,¿ø¼×µ¶±ø,15,1,8,0,4,0,3391,887,456,456,1,0,0.02,0,1.2,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,10,,
110152,¿ø¼×µ¶±ø,15,1,8,0,4,0,3391,887,456,456,1,0,0.02,0,1.2,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,10,,
110153,¿ø¼×µ¶±ø,15,1,8,0,4,0,3391,887,456,456,1,0,0.02,0,1.2,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,10,,
110161,¿ø¼×µ¶±ø,16,1,9,0,4,0,3687,963,498,498,1,0,0.02,0,1.2,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,11,,
110162,¿ø¼×µ¶±ø,16,1,9,0,4,0,3687,963,498,498,1,0,0.02,0,1.2,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,11,,
110163,°ô±ø,16,1,9,0,4,0,3687,963,498,498,1,0,0.02,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,11,,
110171,°ô±ø,17,1,9,0,4,0,3735,975,505,505,1,0,0.02,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,11,,
110172,°ô±ø,17,1,9,0,4,0,3735,975,505,505,1,0,0.02,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,11,,
110173,°ô±ø,17,1,9,0,4,0,3735,975,505,505,1,0,0.02,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,11,,
110181,°ô±ø,18,1,10,0,4,0,6530,1693,863,863,1,0,0.02,0,1.2,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,14,,
110182,´øµ¶¼Ò¶¡,18,1,10,0,2,0,6530,1693,863,863,1,0,0.02,0,1.2,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,14,,
110183,´øµ¶¼Ò¶¡,18,1,10,0,2,0,6530,1693,863,863,1,0,0.02,0,1.2,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,14,,
110191,´øµ¶¼Ò¶¡,19,1,10,0,2,0,6613,1714,875,875,1,0,0.02,0,1.2,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,14,,
110192,´øµ¶¼Ò¶¡,19,1,10,0,2,0,6613,1714,875,875,1,0,0.02,0,1.2,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,14,,
110193,´øµ¶¼Ò¶¡,19,1,10,0,2,0,6613,1714,875,875,1,0,0.02,0,1.2,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,14,,
110201,µ¶±ø,20,1,11,0,2,0,8328,1933,920,920,1,0.03,0.03,0.02,1.3,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,17,,
110202,µ¶±ø,20,1,11,0,2,0,8328,1933,920,920,1,0.03,0.03,0.02,1.3,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,17,,
110203,µ¶±ø,20,1,11,0,2,0,8328,1933,920,920,1,0.03,0.03,0.02,1.3,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,17,,
110211,´øµ¶¼Ò¶¡,21,1,11,0,2,0,8420,1955,933,933,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,17,,
110212,´øµ¶¼Ò¶¡,21,1,11,0,2,0,8420,1955,933,933,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,17,,
110213,´øµ¶¼Ò¶¡,21,1,11,0,2,0,8420,1955,933,933,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,17,,
110221,´øµ¶¼Ò¶¡,22,1,12,0,2,0,8766,2035,977,977,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,18,,
110222,Ç¹±ø3,22,1,12,0,0,0,8766,2035,977,977,1,0.03,0.03,0.02,1.3,0,42025,1,1,1,71001,-1,73001,-1,-1,-1,0,18,,
110223,Ç¹±ø4,22,1,12,0,0,0,8766,2035,977,977,1,0.03,0.03,0.02,1.3,0,42026,1,2,1,71001,-1,73001,-1,-1,-1,0,18,,
110231,Ç¹±ø,23,1,12,0,4,0,8863,2057,990,990,1,0.03,0.03,0.02,1.3,0,43016,1,1,1,71001,72001,-1,-1,-1,-1,0,18,,
110232,Ç¹±ø1,23,1,12,0,0,0,8863,2057,990,990,1,0.03,0.03,0.02,1.3,0,42023,1,2,1,71001,-1,73001,-1,-1,-1,0,18,,
110233,´øµ¶¼Ò¶¡,23,1,12,0,2,0,8863,2057,990,990,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,18,,
110241,´øµ¶¼Ò¶¡,24,1,13,0,2,0,9237,2143,1038,1038,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,19,,
110242,´øµ¶¼Ò¶¡,24,1,13,0,2,0,9237,2143,1038,1038,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,19,,
110243,°ô±ø,24,1,13,0,4,0,9237,2143,1038,1038,1,0.03,0.03,0.02,1.3,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,19,,
110251,°ô±ø,25,1,13,0,4,0,9329,2165,1051,1051,1,0.03,0.03,0.02,1.3,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,19,,
110252,°ô±ø,25,1,13,0,4,0,9329,2165,1051,1051,1,0.03,0.03,0.02,1.3,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,19,,
110253,¿ø¼×µ¶±ø,25,1,13,0,4,0,9329,2165,1051,1051,1,0.03,0.03,0.02,1.3,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,19,,
110261,¿ø¼×µ¶±ø,26,1,14,0,4,0,9703,2251,1099,1099,1,0.03,0.03,0.02,1.3,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,20,,
110262,´øµ¶¼Ò¶¡,26,1,14,0,2,0,9703,2251,1099,1099,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,20,,
110263,´øµ¶¼Ò¶¡,26,1,14,0,2,0,9703,2251,1099,1099,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,20,,
110271,´øµ¶¼Ò¶¡,27,1,14,0,2,0,9803,2273,1111,1111,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,20,,
110272,´øµ¶¼Ò¶¡,27,1,14,0,2,0,9803,2273,1111,1111,1,0.03,0.03,0.02,1.3,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,20,,
110273,µ¶±ø,27,1,14,0,2,0,9803,2273,1111,1111,1,0.03,0.03,0.02,1.3,0,42002,1,4,2,71002,-1,73002,-1,-1,-1,0.1,20,,
110281,Ç¹±ø,28,1,15,0,4,0,10520,2438,1184,1184,1,0.03,0.03,0.02,1.3,0,43016,1,4,1,71001,72001,-1,-1,-1,-1,0,22,,
110282,´øµ¶¼Ò¶¡,28,1,15,0,2,0,10520,2438,1184,1184,1,0.03,0.03,0.02,1.3,0,42005,1,4,1,71005,-1,73005,-1,-1,-1,0.1,22,,
110283,µ¶±ø,28,1,15,0,2,0,10520,2438,1184,1184,1,0.03,0.03,0.02,1.3,0,42002,1,4,2,71002,-1,73002,-1,-1,-1,0.1,22,,
110291,ºÍÉÐ,29,1,15,0,1,0,10620,2460,1196,1196,1,0.03,0.03,0.02,1.3,0,42006,1,4,2,71006,-1,73006,-1,-1,-1,0.1,22,,
110292,ºÍÉÐ,29,1,15,0,1,0,10620,2460,1196,1196,1,0.03,0.03,0.02,1.3,0,42006,1,4,2,71006,-1,73006,-1,-1,-1,0.1,22,,
110293,Í­ÈËºÍÉÐ,29,1,15,0,1,0,10620,2460,1196,1196,1,0.03,0.03,0.02,1.3,0,42007,1,4,1,71007,-1,73007,-1,-1,-1,0.1,22,,
110301,Ç¹±ø2,30,1,16,0,0,0,16037,3159,1469,1469,1,0.06,0.04,0.03,1.35,0,42024,1,4,1,71001,-1,73001,-1,-1,-1,0,23,,
110302,Í­ÈËºÍÉÐ,30,1,16,0,1,0,16037,3159,1469,1469,1,0.06,0.04,0.03,1.35,0,42007,1,4,1,71007,-1,73007,-1,-1,-1,0.1,23,,
110303,°ô±ø,30,1,16,0,4,0,16037,3159,1469,1469,1,0.06,0.04,0.03,1.35,0,42008,1,4,2,71008,-1,73008,-1,-1,-1,0.1,23,,
110311,µ¶±ø,31,1,16,0,2,0,17169,3389,1552,1552,1,0.06,0.04,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,23,,
110312,²¼ÒÂ1,31,1,16,0,0,0,17169,3389,1552,1552,1,0.06,0.04,0.03,1.35,0,42019,1,1,1,71004,-1,73004,-1,-1,-1,0,23,,
110313,¿ø¼×µ¶±ø,31,1,16,0,4,0,17169,3389,1552,1552,1,0.06,0.04,0.03,1.35,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,23,,
110321,²¼ÒÂ2,32,1,17,0,0,0,17620,3482,1609,1609,1,0.06,0.04,0.03,1.35,0,42020,1,2,1,71004,-1,73004,-1,-1,-1,0,24,,
110322,´øµ¶¼Ò¶¡,32,1,17,0,2,0,17620,3482,1609,1609,1,0.06,0.04,0.03,1.35,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,24,,
110323,°ô±ø,32,1,17,0,4,0,17620,3482,1609,1609,1,0.06,0.04,0.03,1.35,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,24,,
110331,°ô±ø,33,1,17,0,4,0,17730,3506,1623,1623,1,0.06,0.04,0.03,1.35,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,24,,
110332,°ô±ø,33,1,17,0,4,0,17730,3506,1623,1623,1,0.06,0.04,0.03,1.35,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,24,,
110333,°ô±ø,33,1,17,0,4,0,17730,3506,1623,1623,1,0.06,0.04,0.03,1.35,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,24,,
110341,¿ø¼×µ¶±ø,34,1,18,0,4,0,19394,3834,1754,1754,1,0.06,0.04,0.03,1.35,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,25,,
110342,Ç¹±ø,34,1,18,0,4,0,19394,3834,1754,1754,1,0.06,0.04,0.03,1.35,0,43016,1,1,1,71001,72001,-1,-1,-1,-1,0,25,,
110343,¿ø¼×µ¶±ø,34,1,18,0,4,0,19394,3834,1754,1754,1,0.06,0.04,0.03,1.35,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,25,,
110351,µ¶±ø,35,1,18,0,2,0,23600,4607,2029,2029,1,0.06,0.04,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,25,,
110352,µ¶±ø,35,1,18,0,2,0,23600,4607,2029,2029,1,0.06,0.04,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,25,,
110353,µ¶±ø,35,1,18,0,2,0,23600,4607,2029,2029,1,0.06,0.04,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,25,,
110361,µ¶±ø,36,1,19,0,2,0,26246,5136,2291,2291,1,0.06,0.04,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,26,,
110362,Ç¹±ø2,36,1,19,0,0,0,26246,5136,2291,2291,1,0.06,0.04,0.03,1.35,0,42024,1,1,1,71001,-1,73001,-1,-1,-1,0,26,,
110363,Ç¹±ø3,36,1,19,0,0,0,26246,5136,2291,2291,1,0.06,0.04,0.03,1.35,0,42025,1,1,1,71001,-1,73001,-1,-1,-1,0,26,,
110371,Ç¹±ø4,37,1,19,0,0,0,26356,5159,2305,2305,1,0.06,0.04,0.03,1.35,0,42026,1,2,1,71001,-1,73001,-1,-1,-1,0,26,,
110372,Í­ÈËºÍÉÐ,37,1,19,0,1,0,26356,5159,2305,2305,1,0.06,0.04,0.03,1.35,0,42007,1,1,1,71007,-1,73007,-1,-1,-1,0.1,26,,
110373,Í­ÈËºÍÉÐ1,37,1,19,0,0,0,26356,5159,2305,2305,1,0.06,0.04,0.03,1.35,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,26,,
110381,Í­ÈËºÍÉÐ1,38,1,20,0,0,0,27663,5418,2424,2424,1,0.06,0.04,0.03,1.35,0,42018,1,1,2,71007,-1,73007,-1,-1,-1,0,28,,
110382,Í­ÈËºÍÉÐ,38,1,20,0,1,0,27663,5418,2424,2424,1,0.06,0.04,0.03,1.35,0,42007,1,1,1,71007,-1,73007,-1,-1,-1,0.1,28,,
110383,µ¶±ø,38,1,20,0,2,0,27663,5418,2424,2424,1,0.06,0.04,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,28,,
110391,µ¶±ø,39,1,20,0,2,0,27780,5441,2438,2438,1,0.06,0.04,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,28,,
110392,µ¶±ø,39,1,20,0,2,0,27780,5441,2438,2438,1,0.06,0.04,0.03,1.35,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,28,,
110393,´øµ¶¼Ò¶¡,39,1,20,0,2,0,27780,5441,2438,2438,1,0.06,0.04,0.03,1.35,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,28,,
110401,´øµ¶¼Ò¶¡,40,1,21,0,2,0,27871,5423,2558,2558,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,37,,
110402,´øµ¶¼Ò¶¡,40,1,21,0,2,0,27871,5423,2558,2558,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,37,,
110403,°ô±ø,40,1,21,0,4,0,27871,5423,2558,2558,1.05,0.1,0.05,0.04,1.4,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,37,,
110411,°ô±ø,41,1,21,0,4,0,38518,7539,3287,3287,1.05,0.1,0.05,0.04,1.4,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,37,,
110412,°ô±ø,41,1,21,0,4,0,38518,7539,3287,3287,1.05,0.1,0.05,0.04,1.4,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,37,,
110413,¿ø¼×µ¶±ø,41,1,21,0,4,0,38518,7539,3287,3287,1.05,0.1,0.05,0.04,1.4,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,37,,
110421,¿ø¼×µ¶±ø,42,1,22,0,4,0,39307,7700,3389,3389,1.05,0.1,0.05,0.04,1.4,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,39,,
110422,¿ø¼×µ¶±ø,42,1,22,0,4,0,39307,7700,3389,3389,1.05,0.1,0.05,0.04,1.4,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,39,,
110423,¿ø¼×µ¶±ø,42,1,22,0,4,0,39307,7700,3389,3389,1.05,0.1,0.05,0.04,1.4,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,39,,
110431,¿ø¼×µ¶±ø,43,1,22,0,4,0,41676,8140,3526,3526,1.05,0.1,0.05,0.04,1.4,0,42003,1,3,1,71003,-1,73003,-1,-1,-1,0.1,39,,
110432,°ô±ø,43,1,22,0,4,0,41676,8140,3526,3526,1.05,0.1,0.05,0.04,1.4,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,39,,
110433,°ô±ø,43,1,22,0,4,0,41676,8140,3526,3526,1.05,0.1,0.05,0.04,1.4,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,39,,
110441,°ô±ø,44,1,23,0,4,0,46917,9199,4098,4098,1.05,0.1,0.05,0.04,1.4,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,48,,
110442,°ô±ø,44,1,23,0,4,0,46917,9199,4098,4098,1.05,0.1,0.05,0.04,1.4,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,48,,
110443,°ô±ø,44,1,23,0,4,0,46917,9199,4098,4098,1.05,0.1,0.05,0.04,1.4,0,42008,1,2,2,71008,-1,73008,-1,-1,-1,0.1,48,,
110451,´øµ¶¼Ò¶¡,45,1,23,0,2,0,50404,9824,4337,4337,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,48,,
110452,´øµ¶¼Ò¶¡,45,1,23,0,2,0,50404,9824,4337,4337,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,48,,
110453,´øµ¶¼Ò¶¡,45,1,23,0,2,0,50404,9824,4337,4337,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,48,,
110461,´øµ¶¼Ò¶¡,46,1,24,0,2,0,54164,10548,4620,4620,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,50,,
110462,´øµ¶¼Ò¶¡,46,1,24,0,2,0,54164,10548,4620,4620,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,50,,
110463,µ¶±ø,46,1,24,0,2,0,54164,10548,4620,4620,1.05,0.1,0.05,0.04,1.4,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,50,,
110471,µ¶±ø,47,1,24,0,2,0,54329,10581,4641,4641,1.05,0.1,0.05,0.04,1.4,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,50,,
110472,µ¶±ø,47,1,24,0,2,0,54329,10581,4641,4641,1.05,0.1,0.05,0.04,1.4,0,42002,1,2,2,71002,-1,73002,-1,-1,-1,0.1,50,,
110473,´øµ¶¼Ò¶¡,47,1,24,0,2,0,54329,10581,4641,4641,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,50,,
110481,´øµ¶¼Ò¶¡,48,1,25,0,2,0,59235,11547,5101,5101,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,52,,
110482,´øµ¶¼Ò¶¡,48,1,25,0,2,0,59235,11547,5101,5101,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,52,,
110483,´øµ¶¼Ò¶¡,48,1,25,0,2,0,59235,11547,5101,5101,1.05,0.1,0.05,0.04,1.4,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,52,,
110491,Ç¹±ø1,49,1,25,0,0,0,60523,11782,5178,5178,1.05,0.1,0.05,0.04,1.4,0,42023,1,2,1,71001,-1,73001,-1,-1,-1,0,52,,
110492,Ç¹±ø2,49,1,25,0,0,0,60523,11782,5178,5178,1.05,0.1,0.05,0.04,1.4,0,42024,1,1,1,71001,-1,73001,-1,-1,-1,0,52,,
110493,Ç¹±ø3,49,1,25,0,0,0,60523,11782,5178,5178,1.05,0.1,0.05,0.04,1.4,0,42025,1,1,1,71001,-1,73001,-1,-1,-1,0,52,,
110501,Ç¹±ø4,50,1,26,0,0,0,58586,11888,5328,5328,1.1,0.15,0.07,0.05,1.45,0,42026,1,2,1,71001,-1,73001,-1,-1,-1,0,53,,
110502,´øµ¶¼Ò¶¡,50,1,26,0,2,0,58586,11888,5328,5328,1.1,0.15,0.07,0.05,1.45,0,42005,1,2,1,71005,-1,73005,-1,-1,-1,0.1,53,,
