id,hero,type,level,iniHp,groHp,iniAtk,groAtk,iniPdd,groPdd,iniMdd,groMdd,iniHpCoe,groHpCoe,iniAtkCoe,groAtkCoe,iniPddCoe,groPddCoe,iniMddCoe,groMddCoe,mat1Id,amount1,mat2Id,amount2,mat3Id,amount3,icon,name,fate,skill,skillDes,gold
4100220,41002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,-1,-1,-1,-1,22003,鱼鳞甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,0
4100221,41002,2,1,2250,4.95,0,0,300,0.7,0,0,0,0,0,0,0,0,0,0,73000,4,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,100
4100222,41002,2,2,3937.5,11.5,0,0,525,1.7,0,0,0,0,0,0,0,0,0,0,73000,8,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,150
4100223,41002,2,3,5625,21.4,0,0,750,3.2,0,0,0,0,0,0,0,0,0,0,73000,16,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,200
4100224,41002,2,4,7312.5,32.9,0,0,975,4.9,0,0,0,0,0,0,0,0,0,0,73000,32,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,250
4100225,41002,2,5,9000,49.35,0,0,1200,7.3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,300
4100230,41002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,73024,1,-1,-1,74024,青龙棍,1,-1,奥义进化为：真·九龙吟，大幅度提高奥义伤害，晕眩概率提升至42%。,0
4100231,41002,3,1,0,0,875,1.9,0,0,0,0,0,0,0,0,0,0,0,0,73000,4,73024,1,-1,-1,73024,玄铁青龙棍,1,62102,奥义进化为：真·九龙吟，大幅度提高奥义伤害，晕眩概率提升至42%。,200
4100232,41002,3,2,0,0,1531,4.5,0,0,0,0,0,0,0,0,0,0,0,0,73000,8,73024,1,-1,-1,73024,玄铁青龙棍,1,62102,奥义进化为：真·九龙吟，大幅度提高奥义伤害，晕眩概率提升至42%。,300
4100233,41002,3,3,0,0,2187,8.3,0,0,0,0,0,0,0,0,0,0,0,0,73000,16,73024,1,-1,-1,73024,玄铁青龙棍,1,62102,奥义进化为：真·九龙吟，大幅度提高奥义伤害，晕眩概率提升至42%。,400
4100234,41002,3,4,0,0,2843,12.8,0,0,0,0,0,0,0,0,0,0,0,0,73000,32,73024,1,-1,-1,73024,玄铁青龙棍,1,62102,奥义进化为：真·九龙吟，大幅度提高奥义伤害，晕眩概率提升至42%。,500
4100235,41002,3,5,0,0,3500,19.2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,73024,玄铁青龙棍,1,62102,奥义进化为：真·九龙吟，大幅度提高奥义伤害，晕眩概率提升至42%。,300
4100240,41002,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,-1,-1,-1,-1,24003,珍珠吊坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,0
4100241,41002,4,1,4500,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,4,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,100
4100242,41002,4,2,7875,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,8,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,150
4100243,41002,4,3,11250,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,16,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,200
4100244,41002,4,4,14625,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,32,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,250
4100245,41002,4,5,18000,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,300
4100250,41002,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,73002,1,-1,-1,25003,爪黄飞电,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,0
4100251,41002,5,1,0,0,0,0,0,0,0,0,0.1,0.0002,0,0,0,0,0,0,73000,4,73002,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,200
4100252,41002,5,2,0,0,0,0,0,0,0,0,0.138,0.0004,0,0,0,0,0,0,73000,8,73002,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,300
4100253,41002,5,3,0,0,0,0,0,0,0,0,0.175,0.0006,0,0,0,0,0,0,73000,16,73002,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,400
4100254,41002,5,4,0,0,0,0,0,0,0,0,0.213,0.001,0,0,0,0,0,0,73000,32,73002,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,500
4100255,41002,5,5,0,0,0,0,0,0,0,0,0.25,0.0014,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,300
4100260,41002,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,73008,1,-1,-1,26003,司马法,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,0
4100261,41002,6,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0002,0,0,0,0,73000,4,73008,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,200
4100262,41002,6,2,0,0,0,0,0,0,0,0,0,0,0.138,0.0004,0,0,0,0,73000,8,73008,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,300
4100263,41002,6,3,0,0,0,0,0,0,0,0,0,0,0.175,0.0006,0,0,0,0,73000,16,73008,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,400
4100264,41002,6,4,0,0,0,0,0,0,0,0,0,0,0.213,0.001,0,0,0,0,73000,32,73008,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,500
4100265,41002,6,5,0,0,0,0,0,0,0,0,0,0,0.25,0.0014,0,0,0,0,-1,-1,-1,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,300
4100310,41003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,-1,-1,-1,-1,21003,冲天冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,0
4100311,41003,1,1,2250,4.95,0,0,0,0,300,0.7,0,0,0,0,0,0,0,0,73000,4,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,100
4100312,41003,1,2,3937.5,11.5,0,0,0,0,525,1.7,0,0,0,0,0,0,0,0,73000,8,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,150
4100313,41003,1,3,5625,21.4,0,0,0,0,750,3.2,0,0,0,0,0,0,0,0,73000,16,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,200
4100314,41003,1,4,7312.5,32.9,0,0,0,0,975,4.9,0,0,0,0,0,0,0,0,73000,32,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,250
4100315,41003,1,5,9000,49.35,0,0,0,0,1200,7.3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,300
4100320,41003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,-1,-1,-1,-1,22003,鱼鳞甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,0
4100321,41003,2,1,2250,4.95,0,0,300,0.7,0,0,0,0,0,0,0,0,0,0,73000,4,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,100
4100322,41003,2,2,3937.5,11.5,0,0,525,1.7,0,0,0,0,0,0,0,0,0,0,73000,8,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,150
4100323,41003,2,3,5625,21.4,0,0,750,3.2,0,0,0,0,0,0,0,0,0,0,73000,16,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,200
4100324,41003,2,4,7312.5,32.9,0,0,975,4.9,0,0,0,0,0,0,0,0,0,0,73000,32,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,250
4100325,41003,2,5,9000,49.35,0,0,1200,7.3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,300
4100330,41003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,73032,1,-1,-1,74032,虬龙棒,1,-1,奥义进化为：真·麒麟火，大幅度提高奥义伤害，提升自身5%的攻击。,0
4100331,41003,3,1,0,0,875,1.9,0,0,0,0,0,0,0,0,0,0,0,0,73000,4,73032,1,-1,-1,73032,紫金虬龙棒,1,62103,奥义进化为：真·麒麟火，大幅度提高奥义伤害，提升自身5%的攻击。,200
4100332,41003,3,2,0,0,1531,4.5,0,0,0,0,0,0,0,0,0,0,0,0,73000,8,73032,1,-1,-1,73032,紫金虬龙棒,1,62103,奥义进化为：真·麒麟火，大幅度提高奥义伤害，提升自身5%的攻击。,300
4100333,41003,3,3,0,0,2187,8.3,0,0,0,0,0,0,0,0,0,0,0,0,73000,16,73032,1,-1,-1,73032,紫金虬龙棒,1,62103,奥义进化为：真·麒麟火，大幅度提高奥义伤害，提升自身5%的攻击。,400
4100334,41003,3,4,0,0,2843,12.8,0,0,0,0,0,0,0,0,0,0,0,0,73000,32,73032,1,-1,-1,73032,紫金虬龙棒,1,62103,奥义进化为：真·麒麟火，大幅度提高奥义伤害，提升自身5%的攻击。,500
4100335,41003,3,5,0,0,3500,19.2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,73032,紫金虬龙棒,1,62103,奥义进化为：真·麒麟火，大幅度提高奥义伤害，提升自身5%的攻击。,300
4100340,41003,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,-1,-1,-1,-1,24003,珍珠吊坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,0
4100341,41003,4,1,4500,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,4,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,100
4100342,41003,4,2,7875,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,8,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,150
4100343,41003,4,3,11250,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,16,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,200
4100344,41003,4,4,14625,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,32,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,250
4100345,41003,4,5,18000,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,24005,七彩琉璃坠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,300
4100350,41003,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,73006,1,-1,-1,25003,爪黄飞电,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,0
4100351,41003,5,1,0,0,0,0,0,0,0,0,0.1,0.0002,0,0,0,0,0,0,73000,4,73006,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,200
4100352,41003,5,2,0,0,0,0,0,0,0,0,0.138,0.0004,0,0,0,0,0,0,73000,8,73006,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,300
4100353,41003,5,3,0,0,0,0,0,0,0,0,0.175,0.0006,0,0,0,0,0,0,73000,16,73006,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,400
4100354,41003,5,4,0,0,0,0,0,0,0,0,0.213,0.001,0,0,0,0,0,0,73000,32,73006,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,500
4100355,41003,5,5,0,0,0,0,0,0,0,0,0.25,0.0014,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,25005,踏雪乌骓,1,-1,激活天命，大幅度提升血量，同时增加马书基础血量和强化成长率。,300
4100360,41003,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,73008,1,-1,-1,26003,司马法,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,0
4100361,41003,6,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0002,0,0,0,0,73000,4,73008,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,200
4100362,41003,6,2,0,0,0,0,0,0,0,0,0,0,0.138,0.0004,0,0,0,0,73000,8,73008,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,300
4100363,41003,6,3,0,0,0,0,0,0,0,0,0,0,0.175,0.0006,0,0,0,0,73000,16,73008,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,400
4100364,41003,6,4,0,0,0,0,0,0,0,0,0,0,0.213,0.001,0,0,0,0,73000,32,73008,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,500
4100365,41003,6,5,0,0,0,0,0,0,0,0,0,0,0.25,0.0014,0,0,0,0,-1,-1,-1,1,-1,-1,26005,八阵图,1,-1,激活天命，大幅度提升攻击，同时增加兵法基础攻击和强化成长率。,300
4100410,41004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,-1,-1,-1,-1,21003,冲天冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,0
4100411,41004,1,1,2250,4.95,0,0,0,0,300,0.7,0,0,0,0,0,0,0,0,73000,4,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,100
4100412,41004,1,2,3937.5,11.5,0,0,0,0,525,1.7,0,0,0,0,0,0,0,0,73000,8,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,150
4100413,41004,1,3,5625,21.4,0,0,0,0,750,3.2,0,0,0,0,0,0,0,0,73000,16,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,200
4100414,41004,1,4,7312.5,32.9,0,0,0,0,975,4.9,0,0,0,0,0,0,0,0,73000,32,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,250
4100415,41004,1,5,9000,49.35,0,0,0,0,1200,7.3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,21005,墨玉琉璃冠,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,300
4100420,41004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73000,2,-1,-1,-1,-1,22003,鱼鳞甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,0
4100421,41004,2,1,2250,4.95,0,0,300,0.7,0,0,0,0,0,0,0,0,0,0,73000,4,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,100
4100422,41004,2,2,3937.5,11.5,0,0,525,1.7,0,0,0,0,0,0,0,0,0,0,73000,8,-1,-1,-1,-1,22005,玄火磐龙甲,0,-1,淬炼可提升装备基础属性和强化成长率，大幅提升综合战斗力。,150
